Totals & Averages,INVOICEID,IINVOICENUM,TENANTID,DINVOICED,DDUE,DPAIDTHRU,DDELETED,INVOICEDETAILID,LEDGERID,CHARGEID,PAYMENTID,EMPLOYEEID
,2357346,16601,248988,2020-03-21 09:31:15.183000,2020-03-21 23:59:59,,,4164069,237589,10477744,8678174,5265
,2348090,16447,360146,2020-02-21 09:44:19.490000,2020-02-21 23:59:59,,,4148674,331030,10478109,8652828,93
,2349602,16469,290337,2020-02-26 16:44:19.227000,2020-02-14 23:59:59,,,4151407,272712,10478111,8656365,1212
,2348578,16449,377796,2020-02-22 09:45:08.203000,2020-02-22 23:59:59,,,4149489,341291,10479258,8653519,1179
,2348579,16450,295566,2020-02-22 09:45:17.567000,2020-02-22 23:59:59,,,4149490,277165,10479260,8653520,1179
,2348577,16448,360179,2020-02-22 09:45:06.230000,2020-02-22 23:59:59,,,4149488,331059,10479261,8653518,1179
,2348914,16455,215720,2020-02-24 10:03:37.460000,2020-02-23 23:59:59,,,4150064,262533,10479810,8654196,2082
,2348916,16457,159089,2020-02-24 10:03:46.897000,2020-02-23 23:59:59,,,4150066,160644,10479812,8654198,2082
,2348918,16459,74339,2020-02-24 10:03:56.883000,2020-02-23 23:59:59,,,4150068,334282,10479815,8654203,2082
,2348913,16454,27302,2020-02-24 10:03:33.710000,2020-02-23 23:59:59,,,4150063,31613,10479816,8654193,2082
,2348912,16453,136573,2020-02-24 10:03:31.293000,2020-02-24 23:59:59,,,4150061,137660,10480165,8654191,2082
,2348917,16458,1310,2020-02-24 10:03:54.603000,2020-02-24 23:59:59,,,4150067,1602,10480170,8654199,2082
,2348915,16456,418010,2020-02-24 10:03:43.830000,2020-02-24 23:59:59,,,4150065,383705,10480171,8654197,2082
,2348912,16453,136573,2020-02-24 10:03:31.293000,2020-02-24 23:59:59,,,4150062,137660,10480173,8654192,2082
,2348910,16451,249897,2020-02-24 10:01:33.823000,2020-03-01 23:59:59,,,4150059,237009,10480550,8668185,2082
,2348911,16452,122083,2020-02-24 10:01:40.783000,2020-03-10 23:59:59,,,4150060,120450,10480551,8672811,2082
,2349169,16464,359292,2020-02-25 09:49:45.233000,2020-02-25 23:59:59,,,4150557,330365,10480951,8655061,2082
,2349167,16462,1543,2020-02-25 09:49:33.033000,2020-02-25 23:59:59,,,4150555,124347,10480952,8655059,2082
,2349168,16463,357150,2020-02-25 09:49:35.423000,2020-02-25 23:59:59,,,4150556,329203,10480953,8655060,2082
,2349158,16460,123935,2020-02-25 09:43:20.523000,2020-03-11 23:59:59,,,4150544,253406,10481601,8671632,2082
,2349158,16460,123935,2020-02-25 09:43:20.523000,2020-03-11 23:59:59,,,4150545,253406,10481602,8671633,2082
,2349159,16461,423435,2020-02-25 09:43:25.050000,2020-03-11 23:59:59,,,4150546,388878,10481603,8660487,2082
,2349159,16461,423435,2020-02-25 09:43:25.050000,2020-03-11 23:59:59,,,4150546,388878,10481603,8678500,2082
,2349159,16461,423435,2020-02-25 09:43:25.050000,2020-03-11 23:59:59,,,4150547,388878,10481604,8660488,2082
,2349601,16468,420460,2020-02-26 16:44:17.353000,2020-02-26 23:59:59,,,4151405,386100,10481834,8656363,1212
,2349597,16467,89535,2020-02-26 16:44:14.400000,2020-02-26 23:59:59,,,4151398,96207,10481836,8656361,1212
,2353145,16524,380482,2020-03-05 11:05:11.727000,2020-02-26 23:59:59,,,4156316,343332,10481838,8666866,5265
,2349597,16467,89535,2020-02-26 16:44:14.400000,2020-02-26 23:59:59,,,4151399,96207,10481840,8656362,1212
,2349555,16465,282952,2020-02-26 16:41:44.947000,2020-03-02 23:59:59,,,4151282,265841,10482707,8667758,1212
,2349557,16466,1436,2020-02-26 16:41:49.913000,2020-03-12 23:59:59,,,4151284,1642,10482709,8674105,1212
,2349737,16471,1555,2020-02-27 10:14:58.147000,2020-02-27 23:59:59,,,4151652,1764,10482804,8656675,5265
,2349736,16470,364966,2020-02-27 10:14:55.780000,2020-02-27 23:59:59,,,4151651,334115,10482805,8656674,5265
,2349738,16472,433118,2020-02-27 10:15:01.640000,2020-02-27 23:59:59,,,4151654,398607,10482809,8656677,5265
,2349740,16474,380512,2020-02-27 10:15:12.500000,2020-02-27 23:59:59,,,4151656,343359,10482812,8656679,5265
,2349739,16473,361206,2020-02-27 10:15:04.593000,2020-02-27 23:59:59,,,4151655,331850,10482815,8656678,5265
,2349948,16479,433551,2020-02-28 09:52:27.090000,2020-02-20 23:59:59,,,4152059,399084,10482816,8657542,1212
,2349737,16471,1555,2020-02-27 10:14:58.147000,2020-02-27 23:59:59,,,4151653,1764,10482817,8656676,5265
,2349741,16475,424183,2020-02-27 10:18:20.123000,2020-03-05 23:59:59,,,4151657,389646,10483264,8666865,5265
,2349946,16477,143263,2020-02-28 09:52:17.547000,2020-02-28 23:59:59,,,4152056,144829,10483575,8657537,1212
,2349947,16478,1497,2020-02-28 09:52:21.233000,2020-02-28 23:59:59,,,4152057,1703,10483578,8657540,1212
,2349950,16481,80105,2020-02-28 09:52:30.497000,2020-02-28 23:59:59,,,4152061,86473,10483579,8657544,1212
,2349945,16476,181379,2020-02-28 09:52:11.127000,2020-02-28 23:59:59,,,4152055,179977,10483580,8657536,1212
,2349949,16480,358314,2020-02-28 09:52:28.933000,2020-02-28 23:59:59,,,4152060,389116,10483581,8657543,1212
,2349951,16482,1310,2020-02-28 09:52:33.573000,2020-02-28 23:59:59,,,4152063,1513,10483583,8657546,1212
,2355892,16581,359162,2020-03-17 09:39:59.413000,2020-03-21 23:59:59,,,4161632,330258,10483585,8676398,2082
,2349950,16481,80105,2020-02-28 09:52:30.497000,2020-02-28 23:59:59,,,4152062,86473,10483586,8657545,1212
,2350177,16489,371371,2020-02-29 09:56:46.457000,2020-01-31 23:59:59,,,4152384,337137,10484428,8658691,1179
,2350176,16488,293548,2020-02-29 09:56:40.180000,2020-02-29 23:59:59,,,4152383,275528,10484429,8658688,1179
,2350178,16490,269645,2020-02-29 09:56:48.300000,2020-01-31 23:59:59,,,4152385,254082,10484430,8658694,1179
,2354499,16552,433754,2020-03-11 12:13:29.657000,2020-02-29 23:59:59,,,4158965,399257,10484431,8671907,1212
,2350179,16491,433784,2020-02-29 09:56:55.817000,2020-01-31 23:59:59,,,4152386,399289,10484432,8658695,1179
,2350175,16487,1513,2020-02-29 09:56:36.040000,2020-02-29 23:59:59,,,4152382,1719,10484433,8658687,1179
,2350174,16486,434457,2020-02-29 09:56:31.613000,2020-02-29 23:59:59,,,4152381,399970,10484434,8658686,1179
,2350180,16492,365037,2020-02-29 09:56:57.940000,2020-02-29 23:59:59,,,4152387,334395,10484438,8658696,1179
,2353521,16532,424709,2020-03-07 09:23:26.447000,2020-03-22 23:59:59,,,4157063,398605,10484442,8689879,1179
,2350171,16483,297210,2020-02-29 09:55:41.743000,2020-03-15 23:59:59,,,4152377,278418,10485107,8667386,1179
,2350172,16484,226303,2020-02-29 09:55:47.260000,2020-03-06 23:59:59,,,4152378,219990,10485108,8669481,1179
,2350172,16484,226303,2020-02-29 09:55:47.260000,2020-03-06 23:59:59,,,4152379,219990,10485109,8669482,1179
,2350173,16485,422519,2020-02-29 09:55:51.587000,2020-03-15 23:59:59,,,4152380,387950,10485110,8679265,1179
,2351047,16508,1433,2020-03-02 09:46:18.240000,2020-03-01 00:00:00,,,4153555,1639,10486373,8660816,2082
,2351036,16497,361362,2020-03-02 09:45:35.720000,2020-03-01 23:59:59,,,4153539,331978,10486378,8660796,2082
,2351043,16504,1508,2020-03-02 09:46:09.417000,2020-03-01 00:00:00,,,4153550,1714,10486379,8660811,2082
,2351038,16499,123174,2020-03-02 09:45:43.873000,2020-03-01 23:59:59,,,4153543,121629,10486382,8660800,2082
,2351035,16496,1301,2020-03-02 09:45:33.550000,2020-03-01 00:00:00,,,4153537,1504,10486385,8660794,2082
,2354562,16553,1309,2020-03-11 17:12:10.447000,2020-03-01 00:00:00,,,4159062,1512,10486387,8672244,1212
,2351035,16496,1301,2020-03-02 09:45:33.550000,2020-03-01 00:00:00,,,4153538,1504,10486388,8660795,2082
,2351038,16499,123174,2020-03-02 09:45:43.873000,2020-03-01 23:59:59,,,4153544,121629,10486389,8660801,2082
,2354562,16553,1309,2020-03-11 17:12:10.447000,2020-03-01 00:00:00,,,4159063,1512,10486390,8672245,1212
,2351036,16497,361362,2020-03-02 09:45:35.720000,2020-03-01 23:59:59,,,4153540,331978,10486392,8660797,2082
,2351034,16495,420684,2020-03-02 09:45:31.300000,2020-03-02 23:59:59,,,4153536,386368,10495410,8660793,2082
,2351042,16503,1425,2020-03-02 09:46:03.057000,2020-03-02 23:59:59,,,4153549,47798,10495413,8660810,2082
,2351045,16506,289574,2020-03-02 09:46:13.743000,2020-03-02 23:59:59,,,4153553,272040,10495414,8660814,2082
,2351040,16501,430484,2020-03-02 09:45:50.577000,2020-03-02 23:59:59,,,4153546,395938,10495416,8660803,2082
,2351046,16507,423119,2020-03-02 09:46:15.897000,2020-03-02 23:59:59,,,4153554,388602,10495417,8660815,2082
,2351039,16500,357407,2020-03-02 09:45:47.607000,2020-03-02 23:59:59,,,4153545,328848,10495419,8660802,2082
,2351037,16498,155797,2020-03-02 09:45:37.737000,2020-03-02 23:59:59,,,4153541,157473,10495420,8660798,2082
,2351044,16505,1319,2020-03-02 09:46:11.510000,2020-03-02 23:59:59,,,4153551,1522,10495421,8660812,2082
,2351041,16502,56415,2020-03-02 09:46:00.590000,2020-03-02 23:59:59,,,4153547,63730,10495424,8660806,2082
,2353908,16538,157167,2020-03-09 10:01:25.527000,2020-03-24 23:59:59,,,4157802,158736,10495425,8671969,2082
,2351037,16498,155797,2020-03-02 09:45:37.737000,2020-03-02 23:59:59,,,4153542,157473,10495429,8660799,2082
,2351041,16502,56415,2020-03-02 09:46:00.590000,2020-03-02 23:59:59,,,4153548,63730,10495430,8660807,2082
,2351044,16505,1319,2020-03-02 09:46:11.510000,2020-03-02 23:59:59,,,4153552,1522,10495432,8660813,2082
,2351032,16493,285154,2020-03-02 09:44:55.547000,2020-03-10 23:59:59,,,4153533,384858,10495852,8675462,2082
,2351033,16494,360606,2020-03-02 09:45:00.040000,2020-03-06 23:59:59,,,4153534,331393,10495853,8667875,2082
,2351033,16494,360606,2020-03-02 09:45:00.040000,2020-03-06 23:59:59,,,4153535,331393,10495854,8667876,2082
,2352610,16514,417199,2020-03-03 09:19:57.230000,2020-03-03 23:59:59,,,4155438,383066,10496283,8664283,2082
,2352609,16513,1390,2020-03-03 09:19:54.993000,2020-03-03 23:59:59,,,4155437,129621,10496284,8664282,2082
,2352607,16511,284517,2020-03-03 09:19:41.857000,2020-03-03 23:59:59,,,4155434,267340,10496285,8664279,2082
,2352608,16512,424126,2020-03-03 09:19:46.387000,2020-03-03 23:59:59,,,4155436,389587,10496287,8664281,2082
,2352607,16511,284517,2020-03-03 09:19:41.857000,2020-03-03 23:59:59,,,4155435,267340,10496289,8664280,2082
,2352605,16509,357754,2020-03-03 09:19:01.940000,2020-03-12 23:59:59,,,4155431,329155,10496672,8672742,2082
,2352606,16510,135808,2020-03-03 09:19:05.453000,2020-03-13 23:59:59,,,4155432,136884,10496673,8669549,2082
,2352606,16510,135808,2020-03-03 09:19:05.453000,2020-03-13 23:59:59,,,4155433,136884,10496674,8669550,2082
,2352990,16515,185699,2020-03-04 16:17:53.540000,2020-03-04 23:59:59,,,4156069,184494,10496949,8666256,1212
,2352992,16517,359601,2020-03-04 16:18:08.583000,2020-03-04 23:59:59,,,4156071,400131,10496950,8666260,1212
,2352995,16520,138571,2020-03-04 16:18:19.537000,2020-03-04 23:59:59,,,4156074,156975,10496951,8666265,1212
,2352993,16518,287182,2020-03-04 16:18:10.570000,2020-03-04 23:59:59,,,4156072,269713,10496953,8666261,1212
,2352994,16519,298022,2020-03-04 16:18:13.740000,2020-03-04 23:59:59,,,4156073,279347,10496955,8666262,1212
,2352996,16521,133295,2020-03-04 16:18:22.770000,2020-03-04 23:59:59,,,4156075,134223,10496957,8666266,1212
,2352991,16516,430548,2020-03-04 16:17:59.913000,2020-03-04 23:59:59,,,4156070,398863,10496960,8666259,1212
,2355555,16573,33259,2020-03-16 10:59:18.523000,2020-03-26 23:59:59,,,4161096,36864,10496965,8678856,2082
,2353145,16524,380482,2020-03-05 11:05:11.727000,2020-02-26 23:59:59,,,4156317,343332,10496966,8666867,5265
,2353144,16523,279446,2020-03-05 11:05:07.743000,2020-03-05 23:59:59,,,4156315,262796,10497553,8666864,5265
,2353143,16522,264420,2020-03-05 11:05:04.530000,2020-03-05 23:59:59,,,4156314,249738,10497556,8666863,5265
,2353146,16525,255332,2020-03-05 11:05:21.413000,2020-03-05 23:59:59,,,4156318,241995,10497557,8666868,5265
,2353336,16528,226231,2020-03-06 09:42:18.287000,2020-03-06 23:59:59,,,4156626,328055,10498248,8667804,2082
,2353335,16527,298086,2020-03-06 09:42:15.933000,2020-03-06 23:59:59,,,4156625,279160,10498250,8667803,2082
,2353334,16526,122852,2020-03-06 09:41:41.463000,2020-03-21 23:59:59,,,4156623,1827,10499203,8680863,2082
,2353334,16526,122852,2020-03-06 09:41:41.463000,2020-03-21 23:59:59,,,4156624,154199,10499204,8680864,2082
,2353531,16535,479357,2020-03-07 09:24:16.250000,2020-03-07 23:59:59,,,4157075,145853,10499558,8668800,1179
,2353530,16534,270534,2020-03-07 09:24:10.487000,2020-03-07 23:59:59,,,4157074,254845,10499560,8668796,1179
,2353528,16533,365276,2020-03-07 09:24:08.580000,2020-03-07 23:59:59,,,4157072,384706,10499562,8668794,1179
,2353532,16536,1310,2020-03-07 09:24:19.080000,2020-03-07 23:59:59,,,4157076,1789,10499564,8668804,1179
,2353533,16537,284960,2020-03-07 09:24:21.833000,2020-03-07 23:59:59,,,4157078,399738,10499565,8668808,1179
,2353532,16536,1310,2020-03-07 09:24:19.080000,2020-03-07 23:59:59,,,4157077,1789,10499567,8668805,1179
,2353518,16529,1441,2020-03-07 09:23:14.143000,2020-03-22 23:59:59,,,4157058,55760,10500071,8679085,1179
,2353518,16529,1441,2020-03-07 09:23:14.143000,2020-03-22 23:59:59,,,4157059,55760,10500072,8679086,1179
,2353519,16530,434311,2020-03-07 09:23:18.880000,2020-03-22 23:59:59,,,4157060,399812,10500073,8672204,1179
,2353520,16531,359890,2020-03-07 09:23:22.490000,2020-03-12 23:59:59,,,4157061,330845,10500074,8675455,1179
,2353521,16532,424709,2020-03-07 09:23:26.447000,2020-03-22 23:59:59,,,4157064,398605,10500075,8689885,1179
,2353913,16543,424262,2020-03-09 10:03:15.573000,2020-03-08 23:59:59,,,4157809,389997,10500327,8669712,2082
,2353914,16544,123837,2020-03-09 10:03:24.307000,2020-03-08 23:59:59,,,4157810,122415,10500328,8669713,2082
,2353912,16542,420922,2020-03-09 10:03:12.160000,2020-03-08 23:59:59,,,4157808,386518,10500330,8669711,2082
,2354562,16553,1309,2020-03-11 17:12:10.447000,2020-03-01 00:00:00,,,4159064,1512,10500333,8672246,1212
,2355892,16581,359162,2020-03-17 09:39:59.413000,2020-03-21 23:59:59,,,4161633,330258,10500337,8676399,2082
,2353915,16545,1321,2020-03-09 10:03:26.273000,2020-03-09 23:59:59,,,4157811,1524,10500849,8669714,2082
,2353915,16545,1321,2020-03-09 10:03:26.273000,2020-03-09 23:59:59,,,4157812,1524,10500853,8669715,2082
,2353908,16538,157167,2020-03-09 10:01:25.527000,2020-03-24 23:59:59,,,4157803,158736,10501189,8695530,2082
,2365083,16694,157167,2020-04-09 10:41:40.717000,2020-04-24 23:59:59,,,4176329,158736,10501189,8695530,5265
,2353908,16538,157167,2020-03-09 10:01:25.527000,2020-03-24 23:59:59,,,4157804,158736,10501190,8695531,2082
,2365083,16694,157167,2020-04-09 10:41:40.717000,2020-04-24 23:59:59,,,4176330,158736,10501190,8695531,5265
,2353909,16539,364916,2020-03-09 10:01:29.787000,2020-03-24 23:59:59,,,4157805,334084,10501191,8679699,2082
,2353910,16540,421656,2020-03-09 10:01:33.883000,2020-03-24 23:59:59,,,4157806,387087,10501192,8680058,2082
,2353911,16541,163799,2020-03-09 10:01:37.580000,2020-03-16 23:59:59,,,4157807,163047,10501193,8675066,2082
,2354203,16546,108534,2020-03-10 10:24:04.867000,2020-03-10 23:59:59,,,4158432,217534,10501546,8670827,2082
,2354205,16548,356491,2020-03-10 10:24:11.303000,2020-03-10 23:59:59,,,4158434,328040,10501550,8670829,2082
,2354204,16547,273819,2020-03-10 10:24:09.443000,2020-03-10 23:59:59,,,4158433,257713,10501552,8670828,2082
,2354461,16549,424392,2020-03-11 10:52:51.310000,2020-03-11 23:59:59,,,4158899,389846,10502380,8671791,1212
,2354463,16551,184477,2020-03-11 10:52:56.690000,2020-03-11 23:59:59,,,4158901,183301,10502381,8671793,1212
,2354462,16550,229961,2020-03-11 10:52:53.673000,2020-03-11 23:59:59,,,4158900,223293,10502382,8671792,1212
,2356227,16586,374111,2020-03-18 17:44:29.837000,2020-03-11 23:59:59,,,4162175,385648,10502384,8676673,93
,2354725,16554,433417,2020-03-12 12:52:42.267000,2020-03-12 23:59:59,,,4159339,398952,10505236,8672741,5265
,2354726,16555,361819,2020-03-12 12:53:59.050000,2020-03-17 23:59:59,,,4159340,332345,10506729,8675695,5265
,2354727,16556,80049,2020-03-12 12:54:02.487000,2020-03-27 23:59:59,,,4159341,86393,10506730,8681552,5265
,2354727,16556,80049,2020-03-12 12:54:02.487000,2020-03-27 23:59:59,,,4159342,330254,10506731,8681553,5265
,2354728,16557,86147,2020-03-12 12:54:05.877000,2020-03-14 23:59:59,,,4159343,93355,10506732,8674150,5265
,2354728,16557,86147,2020-03-12 12:54:05.877000,2020-03-14 23:59:59,,,4159344,93355,10506733,8674151,5265
,2357153,16598,1408,2020-03-20 09:17:58.963000,2020-03-13 23:59:59,,,4163724,1613,10507016,8677425,5265
,2354873,16561,297114,2020-03-13 09:07:41.877000,2020-03-13 23:59:59,,,4159621,278355,10507017,8673217,5265
,2354872,16560,168992,2020-03-13 09:07:36.737000,2020-03-13 23:59:59,,,4159620,167926,10507018,8673216,5265
,2355555,16573,33259,2020-03-16 10:59:18.523000,2020-03-26 23:59:59,,,4161097,36864,10507020,8678857,2082
,2357153,16598,1408,2020-03-20 09:17:58.963000,2020-03-13 23:59:59,,,4163725,1613,10507021,8677426,5265
,2354870,16558,1564,2020-03-13 09:06:49.780000,2020-03-28 23:59:59,,,4159616,1629,10507244,8684390,5265
,2354870,16558,1564,2020-03-13 09:06:49.780000,2020-03-28 23:59:59,,,4159617,1773,10507245,8684389,5265
,2354871,16559,284085,2020-03-13 09:06:54.357000,2020-03-28 23:59:59,,,4159618,266895,10507246,8682091,5265
,2354871,16559,284085,2020-03-13 09:06:54.357000,2020-03-28 23:59:59,,,4159619,266895,10507247,8682092,5265
,2355031,16566,290337,2020-03-14 09:14:52.347000,2020-03-14 23:59:59,,,4159884,272712,10507669,8674146,5265
,2355033,16567,61126,2020-03-14 09:14:54.217000,2020-03-14 23:59:59,,,4159886,68158,10507670,8674147,5265
,2355034,16568,1357,2020-03-14 09:14:56.557000,2020-03-14 23:59:59,,,4159888,124085,10507671,8674149,5265
,2355027,16564,423535,2020-03-14 09:14:41.357000,2020-03-14 23:59:59,,,4159880,388976,10507672,8674144,5265
,2355028,16565,424454,2020-03-14 09:14:43.477000,2020-03-14 23:59:59,,,4159881,398612,10507674,8674145,5265
,2355033,16567,61126,2020-03-14 09:14:54.217000,2020-03-14 23:59:59,,,4159887,68158,10507678,8674148,5265
,2355024,16562,419388,2020-03-14 09:14:02.933000,2020-03-29 23:59:59,,,4159877,388231,10507891,8684359,5265
,2355025,16563,123675,2020-03-14 09:14:07.217000,2020-04-05 23:59:59,,,4159878,122233,10507892,8683158,5265
,2355559,16577,238231,2020-03-16 11:00:02.983000,2020-03-15 23:59:59,,,4161103,250820,10508274,8675061,2082
,2355562,16580,251067,2020-03-16 11:00:19.890000,2020-03-15 23:59:59,,,4161106,238035,10508275,8675065,2082
,2355561,16579,375717,2020-03-16 11:00:12.437000,2020-03-16 23:59:59,,,4161105,384197,10509063,8675064,2082
,2355557,16575,238028,2020-03-16 10:59:58.237000,2020-03-16 23:59:59,,,4161101,228901,10509064,8675058,2082
,2355558,16576,290487,2020-03-16 11:00:01.033000,2020-03-16 23:59:59,,,4161102,272861,10509065,8675059,2082
,2355560,16578,297247,2020-03-16 11:00:05.077000,2020-03-16 23:59:59,,,4161104,278449,10509066,8675062,2082
,2355552,16570,433076,2020-03-16 10:59:07.447000,2020-03-26 23:59:59,,,4161091,398582,10509510,8681513,2082
,2355553,16571,94262,2020-03-16 10:59:11.430000,2020-03-31 23:59:59,,,4161092,101412,10509511,8688740,2082
,2355554,16572,48348,2020-03-16 10:59:14.773000,2020-03-31 23:59:59,,,4161093,54734,10509512,8677226,2082
,2355555,16573,33259,2020-03-16 10:59:18.523000,2020-03-26 23:59:59,,,4161098,36864,10509513,8715285,2082
,2366713,16729,33259,2020-04-16 08:50:36.847000,2020-04-26 23:59:59,,,4179276,36864,10509513,8715285,5265
,2355555,16573,33259,2020-03-16 10:59:18.523000,2020-03-26 23:59:59,,,4161098,36864,10509513,8717913,2082
,2366713,16729,33259,2020-04-16 08:50:36.847000,2020-04-26 23:59:59,,,4179276,36864,10509513,8717913,5265
,2355555,16573,33259,2020-03-16 10:59:18.523000,2020-03-26 23:59:59,,,4161099,36864,10509514,8717914,2082
,2366713,16729,33259,2020-04-16 08:50:36.847000,2020-04-26 23:59:59,,,4179277,36864,10509514,8717914,5265
,2355556,16574,41035,2020-03-16 10:59:22.007000,2020-03-30 23:59:59,,,4161100,46711,10509515,8681567,2082
,2358285,16613,136078,2020-03-24 11:23:42.857000,2020-03-17 23:59:59,,,4166522,137163,10509913,8679758,2082
,2355894,16583,1310,2020-03-17 09:40:40.400000,2020-03-17 23:59:59,,,4161637,1806,10509914,8675696,2082
,2358285,16613,136078,2020-03-24 11:23:42.857000,2020-03-17 23:59:59,,,4166523,137163,10509916,8679759,2082
,2355892,16581,359162,2020-03-17 09:39:59.413000,2020-03-21 23:59:59,,,4161634,330258,10510268,8711108,2082
,2367104,16733,359162,2020-04-17 10:38:38.637000,2020-04-21 23:59:59,,,4179977,330258,10510268,8711108,2082
,2355893,16582,1400,2020-03-17 09:40:03.537000,2020-04-01 00:00:00,,,4161635,1605,10510269,8685526,2082
,2355893,16582,1400,2020-03-17 09:40:03.537000,2020-04-01 00:00:00,,,4161636,1605,10510270,8685527,2082
,2356228,16587,357953,2020-03-18 17:44:32.147000,2020-03-18 23:59:59,,,4162177,329299,10510587,8676675,93
,2356229,16588,423618,2020-03-18 17:44:38.600000,2020-03-18 23:59:59,,,4162178,389078,10510588,8676676,93
,2356226,16585,433510,2020-03-18 17:44:26.190000,2020-03-18 23:59:59,,,4162174,399052,10510591,8676670,93
,2356227,16586,374111,2020-03-18 17:44:29.837000,2020-03-11 23:59:59,,,4162176,385648,10510593,8676674,93
,2356113,16584,281153,2020-03-18 09:21:01.857000,2020-03-25 23:59:59,,,4161987,264220,10510984,8680089,1212
,2356327,16594,130807,2020-03-19 08:49:14.637000,2020-03-19 23:59:59,,,4162381,131566,10511320,8676814,5265
,2356326,16593,63628,2020-03-19 08:49:12.200000,2020-03-19 23:59:59,,,4162380,70960,10511323,8676811,5265
,2356324,16591,1478,2020-03-19 08:49:02.623000,2020-03-19 23:59:59,,,4162377,1684,10511325,8676808,5265
,2356323,16590,297401,2020-03-19 08:49:00.780000,2020-03-19 23:59:59,,,4162376,278596,10511326,8676807,5265
,2359208,16621,297401,2020-03-26 09:51:26.637000,2020-03-19 23:59:59,,,4167834,278673,10511327,8680846,5265
,2357150,16595,423645,2020-03-20 09:17:52.260000,2020-03-19 23:59:59,,,4163721,389119,10511328,8677422,5265
,2356322,16589,422656,2020-03-19 08:48:58.110000,2020-03-19 23:59:59,,,4162375,389681,10511329,8676806,5265
,2356325,16592,169512,2020-03-19 08:49:10.060000,2020-03-19 23:59:59,,,4162379,168477,10511330,8676810,5265
,2356324,16591,1478,2020-03-19 08:49:02.623000,2020-03-19 23:59:59,,,4162378,1684,10511334,8676809,5265
,2357152,16597,288305,2020-03-20 09:17:57.243000,2020-03-20 23:59:59,,,4163723,270777,10512631,8677424,5265
,2357155,16600,421468,2020-03-20 09:18:12.477000,2020-03-20 23:59:59,,,4163728,386986,10512632,8677429,5265
,2357151,16596,223447,2020-03-20 09:17:55.167000,2020-03-20 23:59:59,,,4163722,217239,10512633,8677423,5265
,2357154,16599,253708,2020-03-20 09:18:01.493000,2020-03-20 23:59:59,,,4163727,240432,10512636,8677428,5265
,2357153,16598,1408,2020-03-20 09:17:58.963000,2020-03-13 23:59:59,,,4163726,1613,10512637,8677427,5265
,2357347,16602,360146,2020-03-21 09:31:17.770000,2020-03-21 23:59:59,,,4164070,331030,10513491,8678175,5265
,2357935,16606,377796,2020-03-23 11:28:22.803000,2020-03-22 23:59:59,,,4165922,341291,10514072,8679088,2082
,2357937,16608,295566,2020-03-23 11:28:28.393000,2020-03-22 23:59:59,,,4165924,277165,10514074,8679090,2082
,2357934,16605,360179,2020-03-23 11:28:16.473000,2020-03-22 23:59:59,,,4165921,331059,10514075,8679087,2082
,2357933,16604,215720,2020-03-23 11:28:12.473000,2020-03-23 23:59:59,,,4165920,262533,10514734,8679083,2082
,2357936,16607,159089,2020-03-23 11:28:24.800000,2020-03-23 23:59:59,,,4165923,160644,10514736,8679089,2082
,2357938,16609,74339,2020-03-23 11:28:30.283000,2020-03-23 23:59:59,,,4165925,334282,10514738,8679094,2082
,2357932,16603,27302,2020-03-23 11:28:10.193000,2020-03-23 23:59:59,,,4165919,31613,10514739,8679081,2082
,2358247,16610,136573,2020-03-24 09:55:16.593000,2020-03-24 23:59:59,,,4166465,137660,10515383,8679697,2082
,2358249,16612,1310,2020-03-24 09:55:24.357000,2020-03-24 23:59:59,,,4166468,1602,10515388,8679701,2082
,2358248,16611,418010,2020-03-24 09:55:22.327000,2020-03-24 23:59:59,,,4166467,383705,10515389,8679700,2082
,2358247,16610,136573,2020-03-24 09:55:16.593000,2020-03-24 23:59:59,,,4166466,137660,10515391,8679698,2082
,2358669,16617,359292,2020-03-25 11:16:22.710000,2020-03-25 23:59:59,,,4167057,330365,10516116,8680433,1212
,2358667,16615,1543,2020-03-25 11:16:17.867000,2020-03-25 23:59:59,,,4167055,124347,10516117,8680431,1212
,2358668,16616,357150,2020-03-25 11:16:20.587000,2020-03-25 23:59:59,,,4167056,329203,10516119,8680432,1212
,2358577,16614,249897,2020-03-25 09:14:50.957000,2020-04-01 23:59:59,,,4166931,237009,10516636,8693008,1212
,2359145,16620,420460,2020-03-26 08:53:17.767000,2020-03-26 23:59:59,,,4167736,386100,10517459,8680791,5265
,2359144,16619,89535,2020-03-26 08:53:15.547000,2020-03-26 23:59:59,,,4167734,96207,10517461,8680789,5265
,2359144,16619,89535,2020-03-26 08:53:15.547000,2020-03-26 23:59:59,,,4167735,96207,10517466,8680790,5265
,2359143,16618,122083,2020-03-26 08:52:45.713000,2020-04-10 23:59:59,,,4167733,120450,10517706,8688725,5265
,2359594,16624,1555,2020-03-27 12:10:42.703000,2020-03-27 23:59:59,,,4168539,1764,10518280,8681595,93
,2359593,16623,364966,2020-03-27 12:10:40.383000,2020-03-27 23:59:59,,,4168538,334115,10518281,8681594,93
,2362987,16669,262752,2020-04-03 15:51:44.433000,2020-03-27 23:59:59,,,4173338,249967,10518282,8690248,5265
,2362987,16669,262752,2020-04-03 15:51:44.433000,2020-03-27 23:59:59,,,4173338,249967,10518282,8690488,5265
,2359595,16625,433118,2020-03-27 12:10:46.630000,2020-03-27 23:59:59,,,4168541,398607,10518285,8681597,93
