Totals & Averages,INVOICEID,IINVOICENUM,TENANTID,DINVOICED,DDUE,DPAIDTHRU,DDELETED,INVOICEDETAILID,LEDGERID,CHARGEID
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339879,1608,1272202
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339880,1608,1277656
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339881,1608,1294553
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339882,1608,1301132
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339883,1608,1348825
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339884,1604,1349052
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339885,1608,1349053
,190461,1960,1400,2011-12-17 08:29:04.520000,2012-01-01 00:00:00,,,339886,1605,1349054
,190462,1961,1375,2011-12-17 08:29:08.253000,2012-01-01 00:00:00,,,339887,1578,1349055
,190463,1962,1299,2011-12-17 08:29:11.973000,2012-01-01 00:00:00,,,339888,1502,1349056
,190464,1963,1433,2011-12-17 08:29:15.800000,2012-01-01 00:00:00,,,339889,1639,1349057
,190465,1964,1550,2011-12-17 08:29:51.847000,2011-12-17 23:59:59,,,339890,1758,1348817
,190466,1965,1310,2011-12-17 08:30:01.520000,2011-12-17 23:59:59,,,339891,1806,1348818
,190957,1966,1501,2011-12-19 08:33:30.427000,2012-01-03 23:59:59,,,340852,1707,1350247
,190958,1967,1444,2011-12-19 08:33:34.580000,2012-01-02 23:59:59,,,340853,1650,1350248
,190959,1968,49748,2011-12-19 08:34:13.440000,2011-12-19 23:59:59,,,340854,56152,1349992
,190960,1969,48572,2011-12-19 08:34:19.830000,2011-12-18 23:59:59,,,340855,49403,1349738
,190961,1970,51259,2011-12-19 08:34:25.380000,2011-12-19 23:59:59,,,340856,57567,1349994
,190962,1971,1440,2011-12-19 08:34:30.830000,2011-12-18 23:59:59,,,340857,1818,1349732
,190963,1972,1478,2011-12-19 08:34:36.783000,2011-12-19 23:59:59,,,340858,1684,1349993
,190964,1973,1341,2011-12-19 08:34:49.330000,2011-12-18 23:59:59,,,340859,1544,1349735
,190965,1974,1525,2011-12-19 08:34:55.067000,2011-12-18 23:59:59,,,340860,1781,1349739
,190966,1975,48905,2011-12-19 08:35:00.613000,2011-12-19 23:59:59,,,340861,55281,1349991
,191200,1976,55947,2011-12-20 09:29:02.270000,2011-12-20 23:59:59,,,341176,63199,1350579
,191739,1977,48966,2011-12-21 10:31:07.313000,2011-12-21 23:59:59,,,342173,55334,1351653
,191740,1978,58296,2011-12-21 10:31:13.030000,2011-12-21 23:59:59,,,342174,65750,1351658
,191741,1979,53223,2011-12-21 10:31:18.860000,2011-12-21 23:59:59,,,342175,59663,1351652
,191931,1980,1325,2011-12-22 09:23:52.063000,2012-01-06 23:59:59,,,342424,1528,1352606
,191932,1981,1417,2011-12-22 09:23:57.720000,2012-01-06 23:59:59,,,342425,1623,1304939
,191932,1981,1417,2011-12-22 09:23:57.720000,2012-01-06 23:59:59,,,342426,1623,1352389
,191932,1981,1417,2011-12-22 09:23:57.720000,2012-01-06 23:59:59,,,342427,1623,1345483
,191932,1981,1417,2011-12-22 09:23:57.720000,2012-01-06 23:59:59,,,342428,1623,1352607
,191933,1982,122852,2011-12-22 09:24:01.577000,2012-01-06 23:59:59,,,342429,1589,1352608
,191935,1983,1464,2011-12-22 09:24:41.267000,2011-12-22 23:59:59,,,342437,1670,1352386
,191936,1984,49015,2011-12-22 09:24:47.407000,2011-12-22 23:59:59,,,342438,55378,1352385
,192411,1985,1605,2011-12-23 08:39:51.737000,2012-01-07 23:59:59,,,343228,1817,1353612
,192412,1986,19382,2011-12-23 08:39:55.817000,2012-01-07 23:59:59,,,343229,34536,749005
,192412,1986,19382,2011-12-23 08:39:55.817000,2012-01-07 23:59:59,,,343230,34536,780489
,192412,1986,19382,2011-12-23 08:39:55.817000,2012-01-07 23:59:59,,,343231,34536,1353613
,192413,1987,59919,2011-12-23 08:39:59.800000,2012-01-07 23:59:59,,,343232,66820,1353614
,192414,1988,49051,2011-12-23 08:41:24.520000,2011-12-23 23:59:59,,,343233,55421,1353383
,192982,1989,51346,2011-12-24 08:46:44.387000,2012-01-08 23:59:59,,,344213,57646,1354695
,192983,1990,1310,2011-12-24 08:48:16.340000,2011-12-24 23:59:59,,,344214,1602,1354487
,193086,1991,1543,2011-12-26 09:10:59.887000,2011-12-25 23:59:59,,,344343,1751,1354814
,193087,1992,49118,2011-12-26 09:11:06.073000,2011-12-26 23:59:59,,,344344,55496,1355005
,193220,1993,41371,2011-12-27 08:48:24.027000,2012-01-11 23:59:59,,,344526,47056,1355821
,193221,1994,1555,2011-12-27 08:49:30.213000,2011-12-27 23:59:59,,,344527,1764,1355556
,193222,1995,56213,2011-12-27 08:49:36.653000,2011-12-27 23:59:59,,,344528,63507,1355558
,193529,1996,1378,2011-12-28 08:07:34.997000,2012-01-12 23:59:59,,,345020,1581,1339080
,193531,1997,1436,2011-12-28 08:07:39.480000,2012-01-12 23:59:59,,,345022,1642,1356776
,193534,1998,1342,2011-12-28 08:08:09.200000,2011-12-28 23:59:59,,,345025,1545,1356508
,193536,1999,1497,2011-12-28 08:08:16.323000,2011-12-28 23:59:59,,,345027,1703,1356510
,193538,2000,1525,2011-12-28 08:08:22.573000,2011-12-28 23:59:59,,,345029,1732,1356512
,193540,2001,1310,2011-12-28 08:08:28.620000,2011-12-28 23:59:59,,,345031,1513,1356516
,193658,2002,51039,2011-12-29 08:26:04.747000,2012-01-13 23:59:59,,,345203,57367,1357502
,193659,2003,59633,2011-12-29 08:26:27.323000,2011-12-29 23:59:59,,,345204,66509,1357242
,193768,2004,1509,2011-12-30 08:47:51.703000,2012-01-14 23:59:59,,,345364,1715,1358292
,193895,2005,28616,2011-12-31 13:47:53.620000,2012-01-15 23:59:59,,,345555,33032,1359356
,193896,2006,38058,2011-12-31 13:48:12.747000,2011-12-31 23:59:59,,,345556,42880,1358927
,195232,2007,47823,2012-01-02 14:47:54.153000,2012-01-17 23:59:59,,,346976,54266,1367132
,195236,2008,39205,2012-01-02 14:48:20.480000,2012-01-02 23:59:59,,,346980,44332,1366543
,195238,2009,1309,2012-01-02 14:48:25.917000,2012-01-01 00:00:00,,,346982,1512,1359699
,195241,2010,56415,2012-01-02 14:48:37.620000,2012-01-02 23:59:59,,,346985,63730,1366548
,195243,2011,1605,2012-01-02 14:48:43.073000,2012-01-01 00:00:00,,,346987,1822,1359678
,195245,2012,1425,2012-01-02 14:48:52.917000,2012-01-02 23:59:59,,,346989,47798,1366545
,195247,2013,1508,2012-01-02 14:48:59.183000,2012-01-01 00:00:00,,,346991,1714,1359687
,195249,2014,1319,2012-01-02 14:49:04.777000,2012-01-02 23:59:59,,,346993,1522,1366546
,195811,2015,1390,2012-01-03 09:31:27.323000,2012-01-03 23:59:59,,,347649,1594,1367294
,195812,2016,56461,2012-01-03 09:31:38.060000,2012-01-03 23:59:59,,,347650,63785,1367298
,196175,2017,1520,2012-01-04 09:24:32.907000,2012-01-19 23:59:59,,,348055,1726,1368426
,196176,2018,1376,2012-01-04 09:25:36.860000,2012-01-04 23:59:59,,,348056,1579,1368122
,196177,2019,1380,2012-01-04 09:25:46.127000,2012-01-04 23:59:59,,,348057,1583,1368121
,196447,2020,1322,2012-01-05 08:18:53.923000,2012-01-20 23:59:59,,,348356,1525,1369080
,196448,2021,1468,2012-01-05 08:18:58,2012-01-20 23:59:59,,,348357,1674,1369081
,196449,2022,1415,2012-01-05 08:19:22.063000,2012-01-03 23:59:59,,,348358,1620,1367295
,196450,2023,54736,2012-01-05 08:19:28.547000,2012-01-03 23:59:59,,,348359,61587,1367301
,196557,2024,1303,2012-01-06 09:33:00.517000,2012-01-21 23:59:59,,,348501,1506,1341390
,196557,2024,1303,2012-01-06 09:33:00.517000,2012-01-21 23:59:59,,,348502,1506,1369466
,196557,2024,1303,2012-01-06 09:33:00.517000,2012-01-21 23:59:59,,,348503,1506,1355559
,196557,2024,1303,2012-01-06 09:33:00.517000,2012-01-21 23:59:59,,,348504,1506,1370369
,196558,2025,19424,2012-01-06 09:33:04.813000,2012-01-21 23:59:59,,,348505,50682,1370370
,196559,2026,122852,2012-01-06 09:33:08.687000,2012-01-21 23:59:59,,,348506,1827,1370371
,196560,2027,1356,2012-01-06 09:34:23.483000,2012-01-06 23:59:59,,,348507,1559,1369460
,196645,2028,31001,2012-01-07 08:28:18.440000,2012-01-22 23:59:59,,,348633,35771,1371062
,196646,2029,1441,2012-01-07 08:28:22.940000,2012-01-22 23:59:59,,,348634,55760,1371063
,196647,2030,1539,2012-01-07 08:28:54.410000,2012-01-07 23:59:59,,,348635,1746,1370779
,196648,2031,1310,2012-01-07 08:29:09.847000,2012-01-07 23:59:59,,,348636,1789,1370780
,196649,2032,59899,2012-01-07 08:29:16.597000,2012-01-06 23:59:59,,,348637,66807,1369461
,196802,2033,33499,2012-01-09 09:06:43.313000,2012-01-09 23:59:59,,,348839,37183,1371977
,196803,2034,46025,2012-01-09 09:06:49.030000,2012-01-08 23:59:59,,,348840,52016,1371453
,196804,2035,1605,2012-01-09 09:06:54.860000,2012-01-08 23:59:59,,,348841,1823,1371454
,196805,2036,52407,2012-01-09 09:07:00.470000,2012-01-09 23:59:59,,,348842,58795,1371975
,196806,2037,49619,2012-01-09 09:07:11.110000,2012-01-09 23:59:59,,,348843,56022,1371976
,196942,2038,1408,2012-01-10 09:26:23.610000,2012-01-10 23:59:59,,,349016,1613,1372624
,197013,2039,39407,2012-01-11 08:23:50.157000,2012-01-11 23:59:59,,,349111,44560,1373165
,197014,2040,47652,2012-01-11 08:23:56.233000,2012-01-11 23:59:59,,,349112,54083,1373163
,197015,2041,55017,2012-01-11 08:24:02.173000,2012-01-11 23:59:59,,,349113,62010,1373162
,197124,2042,1590,2012-01-12 08:40:40.627000,2012-01-27 23:59:59,,,349259,1801,1374983
,197125,2043,28802,2012-01-12 08:40:46.593000,2012-01-27 23:59:59,,,349260,56419,1374984
,197126,2044,48572,2012-01-12 08:41:47.593000,2012-01-07 23:59:59,,,349261,63277,1370781
,197238,2045,1333,2012-01-13 08:25:37.017000,2012-01-13 23:59:59,,,349428,1536,1375269
,197239,2046,1365,2012-01-13 08:25:42.877000,2012-01-13 23:59:59,,,349429,1568,1375268
,197334,2047,1357,2012-01-14 09:14:57.007000,2012-01-14 23:59:59,,,349563,1560,1375772
,197501,2048,41198,2012-01-16 09:38:25.767000,2012-01-16 23:59:59,,,349750,46902,1376535
,197502,2049,55839,2012-01-16 09:38:32.627000,2012-01-16 23:59:59,,,349751,63074,1376539
,197760,2050,1403,2012-01-17 09:55:19.860000,2012-02-01 00:00:00,,,350115,1604,1349052
,197760,2050,1403,2012-01-17 09:55:19.860000,2012-02-01 00:00:00,,,350116,1604,1377411
,197760,2050,1403,2012-01-17 09:55:19.860000,2012-02-01 00:00:00,,,350117,1604,1370785
,197760,2050,1403,2012-01-17 09:55:19.860000,2012-02-01 00:00:00,,,350118,1608,1349053
,197760,2050,1403,2012-01-17 09:55:19.860000,2012-02-01 00:00:00,,,350119,1608,1370786
,197760,2050,1403,2012-01-17 09:55:19.860000,2012-02-01 00:00:00,,,350120,1608,1377412
,197760,2050,1403,2012-01-17 09:55:19.860000,2012-02-01 00:00:00,,,350121,1604,1377799
,197760,2050,1403,2012-01-17 09:55:19.860000,2012-02-01 00:00:00,,,350122,1608,1377800
,197761,2051,1400,2012-01-17 09:55:27.077000,2012-02-01 00:00:00,,,350123,1605,1377801
,197762,2052,1375,2012-01-17 09:55:30.843000,2012-02-01 00:00:00,,,350124,1578,1377802
,197763,2053,1435,2012-01-17 09:55:35.280000,2012-02-01 00:00:00,,,350125,1641,1377803
,197764,2054,1299,2012-01-17 09:55:39,2012-02-01 00:00:00,,,350126,1502,1377804
,197765,2055,1433,2012-01-17 09:55:42.923000,2012-02-01 00:00:00,,,350127,1639,1377805
,197766,2056,1550,2012-01-17 09:56:52.937000,2012-01-17 23:59:59,,,350128,1758,1377404
,197767,2057,1310,2012-01-17 09:57:00.343000,2012-01-17 23:59:59,,,350129,1806,1377405
,198005,2058,1440,2012-01-18 08:18:19.297000,2012-01-18 23:59:59,,,350649,1818,1378299
,198006,2059,1341,2012-01-18 08:18:25.297000,2012-01-18 23:59:59,,,350650,1544,1378301
,198619,2060,1501,2012-01-19 08:25:05.970000,2012-02-03 23:59:59,,,351835,1707,1379641
,198620,2061,48572,2012-01-19 08:25:30.797000,2012-01-18 23:59:59,,,351836,49403,1378304
,198621,2062,51259,2012-01-19 08:25:36.750000,2012-01-19 23:59:59,,,351837,57567,1379412
,198622,2063,1478,2012-01-19 08:25:42.047000,2012-01-19 23:59:59,,,351838,1684,1379411
,198623,2064,63628,2012-01-19 08:25:47.470000,2012-01-19 23:59:59,,,351839,70960,1379410
,198624,2065,48905,2012-01-19 08:25:53.110000,2012-01-19 23:59:59,,,351840,55281,1379408
,199294,2066,48966,2012-01-21 08:09:18.397000,2012-01-21 23:59:59,,,353028,55334,1380993
,199295,2067,58296,2012-01-21 08:09:24.273000,2012-01-21 23:59:59,,,353029,65750,1380998
,199296,2068,53223,2012-01-21 08:09:29.960000,2012-01-21 23:59:59,,,353030,59663,1380992
,199636,2069,1325,2012-01-23 09:45:19.693000,2012-02-06 23:59:59,,,353490,1528,1382383
,199637,2070,1417,2012-01-23 09:45:23.740000,2012-02-06 23:59:59,,,353491,1623,1382384
,199638,2071,1605,2012-01-23 09:45:27.443000,2012-02-07 23:59:59,,,353492,1817,1382385
,199639,2072,19382,2012-01-23 09:45:31.130000,2012-02-07 23:59:59,,,353493,34536,749005
,199639,2072,19382,2012-01-23 09:45:31.130000,2012-02-07 23:59:59,,,353494,34536,780489
,199639,2072,19382,2012-01-23 09:45:31.130000,2012-02-07 23:59:59,,,353495,34536,1382386
,199640,2073,59919,2012-01-23 09:45:35.537000,2012-02-07 23:59:59,,,353496,66820,1382387
,199641,2074,122852,2012-01-23 09:45:39.240000,2012-02-21 23:59:59,,,353497,1589,1379695
,199641,2074,122852,2012-01-23 09:45:39.240000,2012-02-21 23:59:59,,,353498,1589,1379653
,199760,2075,1464,2012-01-23 09:55:19.333000,2012-01-22 23:59:59,,,353634,1670,1381679
,199761,2076,49015,2012-01-23 09:55:25.333000,2012-01-22 23:59:59,,,353635,55378,1381678
,199762,2077,49051,2012-01-23 09:55:36.193000,2012-01-23 23:59:59,,,353636,55421,1381922
,200102,2078,51346,2012-01-24 09:26:53.203000,2012-02-08 23:59:59,,,354133,57646,1383449
,200103,2079,1310,2012-01-24 09:28:16.250000,2012-01-24 23:59:59,,,354134,1602,1383203
,200316,2080,1543,2012-01-25 08:25:47.327000,2012-01-25 23:59:59,,,354460,1751,1384151
,200392,2081,49118,2012-01-26 08:39:32.187000,2012-01-26 23:59:59,,,354543,55496,1384679
,200526,2082,41371,2012-01-27 09:49:45.843000,2012-02-11 23:59:59,,,354745,47056,1385636
,200527,2083,1555,2012-01-27 09:50:27.423000,2012-01-27 23:59:59,,,354746,1764,1385337
,200528,2084,56213,2012-01-27 09:50:35.267000,2012-01-27 23:59:59,,,354747,63507,1385338
,200599,2085,1378,2012-01-28 08:27:01.907000,2012-02-12 23:59:59,,,354867,1581,1368048
,200600,2086,1436,2012-01-28 08:27:06.640000,2012-02-12 23:59:59,,,354868,1642,1386236
,200602,2087,1342,2012-01-28 08:28:55.720000,2012-01-28 23:59:59,,,354870,1545,1385985
,200603,2088,1497,2012-01-28 08:29:01.780000,2012-01-28 23:59:59,,,354871,1703,1385988
,200604,2089,1525,2012-01-28 08:29:07.687000,2012-01-28 23:59:59,,,354872,1732,1385991
,200605,2090,1310,2012-01-28 08:29:13.047000,2012-01-28 23:59:59,,,354873,1513,1385997
,200773,2091,51039,2012-01-30 09:36:48.687000,2012-02-13 23:59:59,,,355077,57367,1387311
,200774,2092,1509,2012-01-30 09:36:53.703000,2012-02-14 23:59:59,,,355078,1715,1387312
,200775,2093,59633,2012-01-30 09:37:49.530000,2012-01-29 23:59:59,,,355079,66509,1386648
,200917,2094,28616,2012-01-31 09:30:55.780000,2012-02-15 23:59:59,,,355310,33032,1388200
,200918,2095,38058,2012-01-31 09:31:59.500000,2012-01-31 23:59:59,,,355311,42880,1387888
,201509,2096,1309,2012-02-01 08:34:54.720000,2012-02-01 00:00:00,,,355933,1512,1388909
,201510,2097,1605,2012-02-01 08:35:06.563000,2012-02-01 00:00:00,,,355934,1822,1388891
,201511,2098,1508,2012-02-01 08:35:12.030000,2012-02-01 00:00:00,,,355935,1714,1388899
,202968,2099,47823,2012-02-02 08:22:19.470000,2012-02-17 23:59:59,,,357527,54266,1396613
,202969,2100,39205,2012-02-02 08:23:32.953000,2012-02-02 23:59:59,,,357528,44332,1396332
,202970,2101,56415,2012-02-02 08:23:39.423000,2012-02-02 23:59:59,,,357529,63730,1396337
,202971,2102,1425,2012-02-02 08:23:45.047000,2012-02-02 23:59:59,,,357530,47798,1396334
,202972,2103,1319,2012-02-02 08:23:51.047000,2012-02-02 23:59:59,,,357531,1522,1396335
,203119,2104,1390,2012-02-03 09:19:19.093000,2012-02-03 23:59:59,,,357700,1594,1396935
,203120,2105,56461,2012-02-03 09:19:25.017000,2012-02-03 23:59:59,,,357701,63785,1396939
,203471,2106,1520,2012-02-04 10:12:10.733000,2012-02-19 23:59:59,,,358080,1726,1397963
,203477,2107,1376,2012-02-04 10:25:09.250000,2012-02-04 23:59:59,,,358086,1579,1397671
,203478,2108,1380,2012-02-04 10:25:14.703000,2012-02-04 23:59:59,,,358087,1583,1397670
,203612,2109,1322,2012-02-06 09:23:33.627000,2012-02-20 23:59:59,,,358239,1525,1399573
,203613,2110,1468,2012-02-06 09:23:38.750000,2012-02-20 23:59:59,,,358240,1674,1399574
,203614,2111,1303,2012-02-06 09:23:42.687000,2012-02-21 23:59:59,,,358241,1506,1341390
,203614,2111,1303,2012-02-06 09:23:42.687000,2012-02-21 23:59:59,,,358242,1506,1369466
,203614,2111,1303,2012-02-06 09:23:42.687000,2012-02-21 23:59:59,,,358243,1506,1370369
,203614,2111,1303,2012-02-06 09:23:42.687000,2012-02-21 23:59:59,,,358244,1506,1385339
,203614,2111,1303,2012-02-06 09:23:42.687000,2012-02-21 23:59:59,,,358245,1506,1384381
,203614,2111,1303,2012-02-06 09:23:42.687000,2012-02-21 23:59:59,,,358246,1506,1398568
,203614,2111,1303,2012-02-06 09:23:42.687000,2012-02-21 23:59:59,,,358247,1506,1399575
,203615,2112,46363,2012-02-06 09:23:47.280000,2012-02-21 23:59:59,,,358248,52671,1399576
,203616,2113,19424,2012-02-06 09:23:51.267000,2012-02-21 23:59:59,,,358249,50682,1399577
,203617,2114,122852,2012-02-06 09:23:55.267000,2012-02-21 23:59:59,,,358250,1589,1399578
,203617,2114,122852,2012-02-06 09:23:55.267000,2012-02-21 23:59:59,,,358251,1827,1399579
,203619,2115,1356,2012-02-06 09:52:47.470000,2012-02-06 23:59:59,,,358253,1559,1398561
,203620,2116,59899,2012-02-06 09:52:56.657000,2012-02-06 23:59:59,,,358254,66807,1398562
,203761,2117,31001,2012-02-07 09:10:47.187000,2012-02-22 23:59:59,,,358465,35771,1400260
,203762,2118,1441,2012-02-07 09:10:52.483000,2012-02-22 23:59:59,,,358466,55760,1400261
,203766,2119,48572,2012-02-07 09:15:13.297000,2012-02-07 23:59:59,,,358470,63277,1399961
,203767,2120,1415,2012-02-07 09:15:19.627000,2012-02-03 23:59:59,,,358471,1620,1396936
,203768,2121,1310,2012-02-07 09:15:30.423000,2012-02-07 23:59:59,,,358472,1789,1399960
,203845,2122,46025,2012-02-08 08:07:07.813000,2012-02-08 23:59:59,,,358567,52016,1402248
,203846,2123,1605,2012-02-08 08:07:13.640000,2012-02-08 23:59:59,,,358568,1823,1402249
,203926,2124,33499,2012-02-09 08:12:12.127000,2012-02-09 23:59:59,,,358682,37183,1403371
,203927,2125,52407,2012-02-09 08:12:18.157000,2012-02-09 23:59:59,,,358683,58795,1403369
,203928,2126,49619,2012-02-09 08:12:24.767000,2012-02-09 23:59:59,,,358684,56022,1403370
,204059,2127,1408,2012-02-10 09:13:32.890000,2012-02-10 23:59:59,,,358867,1613,1403930
,204122,2128,39407,2012-02-11 07:57:21.960000,2012-02-11 23:59:59,,,358946,44560,1404449
,204123,2129,47652,2012-02-11 07:57:28.803000,2012-02-11 23:59:59,,,358947,54083,1404448
,204124,2130,55017,2012-02-11 07:57:34.397000,2012-02-11 23:59:59,,,358948,62010,1404447
,204262,2131,1590,2012-02-13 09:23:10.257000,2012-02-27 23:59:59,,,359124,1801,1406605
,204263,2132,28802,2012-02-13 09:23:14.570000,2012-02-27 23:59:59,,,359125,56419,1406606
,204264,2133,1333,2012-02-13 09:24:27.757000,2012-02-13 23:59:59,,,359126,1536,1406345
,204265,2134,1365,2012-02-13 09:24:33.960000,2012-02-13 23:59:59,,,359127,1568,1406342
,204266,2135,1525,2012-02-13 09:24:39.337000,2012-02-13 23:59:59,,,359128,1781,1406344
,204515,2136,61108,2012-02-14 08:39:31.610000,2012-02-14 23:59:59,,,359492,68134,1407044
,204516,2137,1357,2012-02-14 08:39:37.780000,2012-02-14 23:59:59,,,359493,1560,1407047
,204625,2138,1403,2012-02-15 08:17:29.517000,2012-03-01 00:00:00,,,359768,1604,1349052
,204625,2138,1403,2012-02-15 08:17:29.517000,2012-03-01 00:00:00,,,359769,1604,1370785
,204625,2138,1403,2012-02-15 08:17:29.517000,2012-03-01 00:00:00,,,359770,1604,1377411
,204625,2138,1403,2012-02-15 08:17:29.517000,2012-03-01 00:00:00,,,359771,1604,1377799
,204625,2138,1403,2012-02-15 08:17:29.517000,2012-03-01 00:00:00,,,359772,1604,1399963
,204625,2138,1403,2012-02-15 08:17:29.517000,2012-03-01 00:00:00,,,359773,1604,1399586
,204625,2138,1403,2012-02-15 08:17:29.517000,2012-03-01 00:00:00,,,359774,1608,1349053
,204625,2138,1403,2012-02-15 08:17:29.517000,2012-03-01 00:00:00,,,359775,1608,1370786
,204625,2138,1403,2012-02-15 08:17:29.517000,2012-03-01 00:00:00,,,359776,1608,1377412
,204625,2138,1403,2012-02-15 08:17:29.517000,2012-03-01 00:00:00,,,359777,1608,1377800
,204625,2138,1403,2012-02-15 08:17:29.517000,2012-03-01 00:00:00,,,359778,1608,1399964
,204625,2138,1403,2012-02-15 08:17:29.517000,2012-03-01 00:00:00,,,359779,1608,1399587
,204625,2138,1403,2012-02-15 08:17:29.517000,2012-03-01 00:00:00,,,359780,1604,1407809
,204625,2138,1403,2012-02-15 08:17:29.517000,2012-03-01 00:00:00,,,359781,1608,1407810
,204626,2139,1400,2012-02-15 08:17:38.093000,2012-03-01 00:00:00,,,359782,1605,1407811
,204627,2140,1375,2012-02-15 08:17:42.733000,2012-03-01 00:00:00,,,359783,1578,1407812
,204628,2141,1435,2012-02-15 08:17:47.173000,2012-03-01 00:00:00,,,359784,1641,1407813
,204629,2142,1299,2012-02-15 08:17:51.813000,2012-03-01 00:00:00,,,359785,1502,1377804
,204629,2142,1299,2012-02-15 08:17:51.813000,2012-03-01 00:00:00,,,359786,1502,1399962
,204629,2142,1299,2012-02-15 08:17:51.813000,2012-03-01 00:00:00,,,359787,1502,1407814
,204630,2143,1433,2012-02-15 08:17:56.313000,2012-03-01 00:00:00,,,359788,1639,1407815
,204958,2144,41198,2012-02-16 08:35:43.360000,2012-02-16 23:59:59,,,360254,46902,1408368
,204959,2145,55839,2012-02-16 08:35:51.110000,2012-02-16 23:59:59,,,360255,63074,1408370
,207019,2146,1501,2012-02-17 09:55:04.173000,2012-03-03 23:59:59,,,363298,1707,1422429
,207020,2147,1550,2012-02-17 09:56:02.173000,2012-02-17 23:59:59,,,363299,1758,1422171
,207021,2148,1310,2012-02-17 09:56:08.530000,2012-02-17 23:59:59,,,363300,1806,1422172
,207942,2149,48572,2012-02-18 09:43:32.067000,2012-02-18 23:59:59,,,365047,49403,1423728
,207943,2150,1440,2012-02-18 09:43:38.317000,2012-02-18 23:59:59,,,365048,1818,1423723
,207944,2151,1341,2012-02-18 09:43:44.067000,2012-02-18 23:59:59,,,365049,1544,1423725
,208135,2152,1325,2012-02-20 09:10:56.410000,2012-03-06 23:59:59,,,365439,1528,1424938
,208136,2153,1417,2012-02-20 09:11:01.893000,2012-03-06 23:59:59,,,365440,1623,1382384
