Totals & Averages,INVOICEID,IINVOICENUM,TENANTID,DINVOICED,DDUE,DPAIDTHRU,DDELETED,INVOICEDETAILID,LEDGERID,CHARGEID
,173744,1761,39407,2011-10-11 09:28:28.127000,2011-10-11 23:59:59,,,314294,44560,1267942
,173745,1762,47652,2011-10-11 09:28:34.127000,2011-10-11 23:59:59,,,314295,54083,1267941
,173746,1763,55017,2011-10-11 09:28:49.610000,2011-10-11 23:59:59,,,314296,62002,1267940
,173868,1764,1590,2011-10-12 10:05:32.407000,2011-10-27 23:59:59,,,314443,1801,1269780
,173869,1765,1415,2011-10-12 10:40:14.093000,2011-10-03 23:59:59,,,314444,1620,1220315
,173869,1765,1415,2011-10-12 10:40:14.093000,2011-10-03 23:59:59,,,314445,1620,1265664
,173969,1766,1333,2011-10-13 09:16:17.803000,2011-10-13 23:59:59,,,314571,1536,1270047
,173970,1767,1365,2011-10-13 09:16:23.630000,2011-10-13 23:59:59,,,314572,1568,1270046
,174063,1768,38399,2011-10-14 09:10:48.350000,2011-10-14 23:59:59,,,314700,43386,1270530
,174064,1769,1357,2011-10-14 09:10:57.863000,2011-10-14 23:59:59,,,314701,1560,1263163
,174293,1770,1403,2011-10-17 09:11:25.327000,2011-11-01 00:00:00,,,315017,1604,1198898
,174293,1770,1403,2011-10-17 09:11:25.327000,2011-11-01 00:00:00,,,315018,1604,1218649
,174293,1770,1403,2011-10-17 09:11:25.327000,2011-11-01 00:00:00,,,315019,1604,1227459
,174293,1770,1403,2011-10-17 09:11:25.327000,2011-11-01 00:00:00,,,315020,1604,1271929
,174293,1770,1403,2011-10-17 09:11:25.327000,2011-11-01 00:00:00,,,315021,1604,1262509
,174293,1770,1403,2011-10-17 09:11:25.327000,2011-11-01 00:00:00,,,315022,1604,1228172
,174293,1770,1403,2011-10-17 09:11:25.327000,2011-11-01 00:00:00,,,315023,1604,1262819
,174293,1770,1403,2011-10-17 09:11:25.327000,2011-11-01 00:00:00,,,315024,1608,1198899
,174293,1770,1403,2011-10-17 09:11:25.327000,2011-11-01 00:00:00,,,315025,1608,1218651
,174293,1770,1403,2011-10-17 09:11:25.327000,2011-11-01 00:00:00,,,315026,1608,1227460
,174293,1770,1403,2011-10-17 09:11:25.327000,2011-11-01 00:00:00,,,315027,1608,1228173
,174293,1770,1403,2011-10-17 09:11:25.327000,2011-11-01 00:00:00,,,315028,1608,1262821
,174293,1770,1403,2011-10-17 09:11:25.327000,2011-11-01 00:00:00,,,315029,1608,1262510
,174293,1770,1403,2011-10-17 09:11:25.327000,2011-11-01 00:00:00,,,315030,1608,1271930
,174293,1770,1403,2011-10-17 09:11:25.327000,2011-11-01 00:00:00,,,315031,1604,1272201
,174293,1770,1403,2011-10-17 09:11:25.327000,2011-11-01 00:00:00,,,315032,1608,1272202
,174294,1771,1400,2011-10-17 09:11:30.657000,2011-11-01 00:00:00,,,315033,1605,1272203
,174295,1772,1375,2011-10-17 09:11:34.203000,2011-11-01 00:00:00,,,315034,1578,1272204
,174296,1773,1362,2011-10-17 09:11:37.750000,2011-11-01 00:00:00,,,315035,1565,1272205
,174297,1774,1435,2011-10-17 09:11:41.203000,2011-11-01 00:00:00,,,315036,1641,1272206
,174298,1775,1299,2011-10-17 09:11:44.657000,2011-11-01 00:00:00,,,315037,1502,1272207
,174299,1776,1433,2011-10-17 09:11:48.140000,2011-11-01 00:00:00,,,315038,1639,1272208
,174300,1777,1550,2011-10-17 09:13:20.610000,2011-10-17 23:59:59,,,315039,1758,1271920
,174301,1778,41198,2011-10-17 09:13:27.517000,2011-10-16 23:59:59,,,315040,46902,1271552
,174302,1779,1310,2011-10-17 09:13:40.453000,2011-10-17 23:59:59,,,315041,1806,1271921
,174817,1780,29809,2011-10-18 09:33:32.517000,2011-11-02 23:59:59,,,316635,34518,1273851
,174818,1781,1444,2011-10-18 09:33:38.530000,2011-11-02 23:59:59,,,316636,1650,1228360
,174818,1781,1444,2011-10-18 09:33:38.530000,2011-11-02 23:59:59,,,316637,1650,1264931
,174818,1781,1444,2011-10-18 09:33:38.530000,2011-11-02 23:59:59,,,316638,1650,1273525
,174818,1781,1444,2011-10-18 09:33:38.530000,2011-11-02 23:59:59,,,316639,1650,1273852
,174819,1782,48572,2011-10-18 09:34:32.407000,2011-10-18 23:59:59,,,316640,49403,1273521
,174820,1783,1440,2011-10-18 09:34:39.030000,2011-10-18 23:59:59,,,316641,1818,1273515
,174821,1784,1341,2011-10-18 09:34:44.797000,2011-10-18 23:59:59,,,316642,1544,1273518
,174822,1785,1525,2011-10-18 09:34:57.127000,2011-10-18 23:59:59,,,316643,1781,1273522
,174963,1786,1501,2011-10-19 08:48:40.517000,2011-11-03 23:59:59,,,316826,1707,1274411
,174965,1787,49748,2011-10-19 08:50:16.953000,2011-10-19 23:59:59,,,316828,56152,1274213
,174966,1788,51259,2011-10-19 08:50:23.047000,2011-10-19 23:59:59,,,316829,57567,1274215
,174967,1789,1478,2011-10-19 08:50:28.437000,2011-10-19 23:59:59,,,316830,1684,1274214
,174968,1790,48905,2011-10-19 08:50:40.470000,2011-10-19 23:59:59,,,316831,55281,1274212
,175443,1791,48966,2011-10-21 08:55:20.313000,2011-10-21 23:59:59,,,317558,55334,1275428
,175444,1792,58296,2011-10-21 08:55:26.377000,2011-10-21 23:59:59,,,317559,65750,1275433
,175445,1793,53223,2011-10-21 08:55:42.377000,2011-10-21 23:59:59,,,317560,59663,1275427
,175526,1794,1325,2011-10-22 08:24:46.017000,2011-11-06 23:59:59,,,317662,1528,1276295
,175527,1795,1417,2011-10-22 08:24:51.077000,2011-11-06 23:59:59,,,317663,1623,1232709
,175527,1795,1417,2011-10-22 08:24:51.077000,2011-11-06 23:59:59,,,317664,1623,1276131
,175527,1795,1417,2011-10-22 08:24:51.077000,2011-11-06 23:59:59,,,317665,1623,1269502
,175527,1795,1417,2011-10-22 08:24:51.077000,2011-11-06 23:59:59,,,317666,1623,1276296
,175528,1796,7681,2011-10-22 08:24:54.577000,2011-11-06 23:59:59,,,317667,1749,1276297
,175529,1797,122852,2011-10-22 08:24:58.110000,2011-11-06 23:59:59,,,317668,1589,1276298
,175530,1798,1464,2011-10-22 08:25:28.453000,2011-10-22 23:59:59,,,317669,1670,1276127
,175531,1799,49015,2011-10-22 08:25:34.377000,2011-10-22 23:59:59,,,317670,55378,1276126
,175715,1800,51346,2011-10-24 09:37:49.017000,2011-11-08 23:59:59,,,317973,57646,1277197
,175716,1801,1605,2011-10-24 09:37:52.860000,2011-11-07 23:59:59,,,317974,1817,1233461
,175716,1801,1605,2011-10-24 09:37:52.860000,2011-11-07 23:59:59,,,317975,1817,1276683
,175716,1801,1605,2011-10-24 09:37:52.860000,2011-11-07 23:59:59,,,317976,1817,1270051
,175716,1801,1605,2011-10-24 09:37:52.860000,2011-11-07 23:59:59,,,317977,1817,1277198
,175718,1802,19382,2011-10-24 09:37:56.593000,2011-11-07 23:59:59,,,317981,34536,749005
,175718,1802,19382,2011-10-24 09:37:56.593000,2011-11-07 23:59:59,,,317982,34536,780489
,175718,1802,19382,2011-10-24 09:37:56.593000,2011-11-07 23:59:59,,,317983,34536,1277200
,175721,1803,49040,2011-10-24 09:39:13.483000,2011-10-23 23:59:59,,,317986,55405,1276676
,175722,1804,56037,2011-10-24 09:39:23.390000,2011-10-23 23:59:59,,,317987,63528,1276674
,175723,1805,1310,2011-10-24 09:39:35.657000,2011-10-24 23:59:59,,,317988,1602,1276932
,175724,1806,49051,2011-10-24 09:39:41.640000,2011-10-23 23:59:59,,,317989,55421,1276675
,176439,1807,1543,2011-10-25 09:13:58.233000,2011-10-25 23:59:59,,,318993,1751,1278182
,176694,1808,39387,2011-10-26 09:16:38.017000,2011-11-10 23:59:59,,,319341,44539,1264851
,176699,1809,49118,2011-10-26 09:18:02.970000,2011-10-26 23:59:59,,,319350,55496,1278893
,176700,1810,58457,2011-10-26 09:18:11.127000,2011-10-26 23:59:59,,,319351,65899,1278892
,176820,1811,41371,2011-10-27 09:36:40.797000,2011-11-11 23:59:59,,,319534,47056,1279789
,176821,1812,1555,2011-10-27 09:37:35.267000,2011-10-27 23:59:59,,,319535,1764,1279534
,176919,1813,1378,2011-10-28 09:51:01.657000,2011-11-12 23:59:59,,,319680,1581,1265376
,176920,1814,1436,2011-10-28 09:51:06.720000,2011-11-12 23:59:59,,,319681,1642,1280358
,176921,1815,1342,2011-10-28 09:52:29.953000,2011-10-28 23:59:59,,,319682,1545,1280095
,176922,1816,1497,2011-10-28 09:52:36.437000,2011-10-28 23:59:59,,,319683,1703,1280096
,176923,1817,1605,2011-10-28 09:52:42.890000,2011-10-08 23:59:59,,,319684,1823,1264925
,176923,1817,1605,2011-10-28 09:52:42.890000,2011-10-08 23:59:59,,,319685,1823,1270533
,176923,1817,1605,2011-10-28 09:52:42.890000,2011-10-08 23:59:59,,,319686,1823,1276939
,176924,1818,1525,2011-10-28 09:52:56.500000,2011-10-28 23:59:59,,,319687,1732,1280098
,176925,1819,1310,2011-10-28 09:53:04.547000,2011-10-28 23:59:59,,,319688,1513,1280102
,177040,1820,51039,2011-10-29 08:27:36.453000,2011-11-13 23:59:59,,,319850,57367,1281226
,177041,1821,59633,2011-10-29 08:28:48.313000,2011-10-29 23:59:59,,,319851,66505,1280983
,177224,1822,28616,2011-10-31 08:37:41.813000,2011-11-15 23:59:59,,,320106,33032,1282345
,177225,1823,1509,2011-10-31 08:37:46.110000,2011-11-14 23:59:59,,,320107,1715,1282346
,177226,1824,38058,2011-10-31 08:42:21.267000,2011-10-31 23:59:59,,,320108,42880,1282047
,177875,1825,1309,2011-11-01 08:23:41.673000,2011-11-01 00:00:00,,,320800,1512,1283182
,177876,1826,1605,2011-11-01 08:23:54.110000,2011-11-01 00:00:00,,,320801,1822,1283162
,177877,1827,1508,2011-11-01 08:24:02.470000,2011-11-01 00:00:00,,,320802,1714,1283173
,177878,1828,1345,2011-11-01 08:24:18.593000,2011-11-01 00:00:00,,,320803,1548,1283167
,179386,1829,47823,2011-11-02 11:39:08.720000,2011-11-17 23:59:59,,,322480,54266,1291432
,179387,1830,39205,2011-11-02 11:40:04.517000,2011-11-02 23:59:59,,,322481,44332,1291078
,179388,1831,56415,2011-11-02 11:40:11.827000,2011-11-02 23:59:59,,,322482,63730,1291083
,179389,1832,1425,2011-11-02 11:40:20.703000,2011-11-02 23:59:59,,,322483,47798,1291081
,179390,1833,1319,2011-11-02 11:40:30.813000,2011-11-02 23:59:59,,,322484,1522,1291082
,179469,1834,1415,2011-11-03 08:02:28.500000,2011-11-03 23:59:59,,,322573,1620,1291687
,179470,1835,1390,2011-11-03 08:02:35.220000,2011-11-03 23:59:59,,,322574,1594,1291686
,179471,1836,56461,2011-11-03 08:02:44.983000,2011-11-03 23:59:59,,,322575,63785,1291690
,179658,1837,1520,2011-11-04 08:34:38.803000,2011-11-19 23:59:59,,,322809,1726,1292700
,179659,1838,1376,2011-11-04 08:41:34.273000,2011-11-04 23:59:59,,,322810,1579,1292374
,179660,1839,1380,2011-11-04 08:41:42.990000,2011-11-04 23:59:59,,,322811,1583,1292373
,179881,1840,1322,2011-11-05 07:47:00.610000,2011-11-20 23:59:59,,,323058,1525,1293283
,179882,1841,1468,2011-11-05 07:47:05.360000,2011-11-20 23:59:59,,,323059,1674,1293284
,180082,1842,31001,2011-11-07 10:15:23.813000,2011-11-22 23:59:59,,,323362,35771,1294884
,180084,1843,1441,2011-11-07 10:15:28.547000,2011-11-22 23:59:59,,,323364,55760,1294885
,180085,1844,1303,2011-11-07 10:15:31.970000,2011-11-21 23:59:59,,,323365,1506,1294886
,180086,1845,19424,2011-11-07 10:15:35.437000,2011-11-21 23:59:59,,,323366,50682,1294887
,180087,1846,122852,2011-11-07 10:15:38.923000,2011-11-21 23:59:59,,,323367,1827,1294888
,180089,1847,1356,2011-11-07 10:33:08.423000,2011-11-06 23:59:59,,,323369,1559,1293599
,180090,1848,1539,2011-11-07 10:33:14.500000,2011-11-07 23:59:59,,,323370,1746,1294546
,180091,1849,50738,2011-11-07 10:33:23.017000,2011-11-06 23:59:59,,,323371,57059,1293603
,180092,1850,1310,2011-11-07 10:33:36.877000,2011-11-07 23:59:59,,,323372,1789,1294547
,180241,1851,49053,2011-11-08 10:10:50.703000,2011-11-23 23:59:59,,,323601,55423,1006549
,180242,1852,46025,2011-11-08 10:13:24.407000,2011-11-08 23:59:59,,,323602,52016,1295274
,180243,1853,1605,2011-11-08 10:13:30,2011-11-08 23:59:59,,,323603,1823,1295275
,180320,1854,33499,2011-11-09 09:04:37.627000,2011-11-09 23:59:59,,,323701,37183,1296033
,180321,1855,56085,2011-11-09 09:04:46.110000,2011-11-09 23:59:59,,,323702,56026,1296030
,180322,1856,52407,2011-11-09 09:04:51.953000,2011-11-09 23:59:59,,,323703,58795,1296031
,180323,1857,49619,2011-11-09 09:05:02.593000,2011-11-09 23:59:59,,,323704,56022,1296032
,180524,1858,48572,2011-11-11 08:39:10.030000,2011-11-07 23:59:59,,,323955,63277,1294548
,180526,1859,39407,2011-11-11 08:39:16.280000,2011-11-11 23:59:59,,,323957,44560,1297186
,180527,1860,47652,2011-11-11 08:39:22,2011-11-11 23:59:59,,,323958,54083,1297185
,180528,1861,1408,2011-11-11 08:39:27.437000,2011-11-10 23:59:59,,,323959,1613,1296623
,180619,1862,1590,2011-11-12 08:49:54.530000,2011-11-27 23:59:59,,,324074,1801,1299014
,180620,1863,28802,2011-11-12 08:49:58.767000,2011-11-27 23:59:59,,,324075,56419,1299015
,180773,1864,1333,2011-11-14 09:15:56.860000,2011-11-13 23:59:59,,,324259,1536,1299282
,180774,1865,38399,2011-11-14 09:16:03.233000,2011-11-14 23:59:59,,,324260,43386,1299515
,180775,1866,1365,2011-11-14 09:16:09.343000,2011-11-13 23:59:59,,,324261,1568,1299281
,180776,1867,1357,2011-11-14 09:16:20.313000,2011-11-14 23:59:59,,,324262,1560,1299514
,181082,1868,1403,2011-11-16 09:42:22.227000,2011-12-01 00:00:00,,,324681,1604,1198898
,181082,1868,1403,2011-11-16 09:42:22.227000,2011-12-01 00:00:00,,,324682,1604,1218649
,181082,1868,1403,2011-11-16 09:42:22.227000,2011-12-01 00:00:00,,,324683,1604,1227459
,181082,1868,1403,2011-11-16 09:42:22.227000,2011-12-01 00:00:00,,,324684,1604,1228172
,181082,1868,1403,2011-11-16 09:42:22.227000,2011-12-01 00:00:00,,,324685,1604,1262509
,181082,1868,1403,2011-11-16 09:42:22.227000,2011-12-01 00:00:00,,,324686,1604,1262819
,181082,1868,1403,2011-11-16 09:42:22.227000,2011-12-01 00:00:00,,,324687,1604,1271929
,181082,1868,1403,2011-11-16 09:42:22.227000,2011-12-01 00:00:00,,,324688,1604,1272201
,181082,1868,1403,2011-11-16 09:42:22.227000,2011-12-01 00:00:00,,,324689,1604,1294551
,181082,1868,1403,2011-11-16 09:42:22.227000,2011-12-01 00:00:00,,,324690,1604,1277655
,181082,1868,1403,2011-11-16 09:42:22.227000,2011-12-01 00:00:00,,,324691,1608,1198899
,181082,1868,1403,2011-11-16 09:42:22.227000,2011-12-01 00:00:00,,,324692,1608,1218651
,181082,1868,1403,2011-11-16 09:42:22.227000,2011-12-01 00:00:00,,,324693,1608,1227460
,181082,1868,1403,2011-11-16 09:42:22.227000,2011-12-01 00:00:00,,,324694,1608,1228173
,181082,1868,1403,2011-11-16 09:42:22.227000,2011-12-01 00:00:00,,,324695,1608,1262510
,181082,1868,1403,2011-11-16 09:42:22.227000,2011-12-01 00:00:00,,,324696,1608,1262821
,181082,1868,1403,2011-11-16 09:42:22.227000,2011-12-01 00:00:00,,,324697,1608,1271930
,181082,1868,1403,2011-11-16 09:42:22.227000,2011-12-01 00:00:00,,,324698,1608,1272202
,181082,1868,1403,2011-11-16 09:42:22.227000,2011-12-01 00:00:00,,,324699,1608,1294553
,181082,1868,1403,2011-11-16 09:42:22.227000,2011-12-01 00:00:00,,,324700,1608,1277656
,181082,1868,1403,2011-11-16 09:42:22.227000,2011-12-01 00:00:00,,,324701,1604,1301131
,181082,1868,1403,2011-11-16 09:42:22.227000,2011-12-01 00:00:00,,,324702,1608,1301132
,181083,1869,1400,2011-11-16 09:42:29.103000,2011-12-01 00:00:00,,,324703,1605,1301133
,181084,1870,1375,2011-11-16 09:42:32.570000,2011-12-01 00:00:00,,,324704,1578,1301134
,181085,1871,1299,2011-11-16 09:42:36.307000,2011-12-01 00:00:00,,,324705,1502,1301135
,181086,1872,1433,2011-11-16 09:42:39.913000,2011-12-01 00:00:00,,,324706,1639,1301136
,181087,1873,41198,2011-11-16 09:43:19.540000,2011-11-16 23:59:59,,,324707,46902,1300676
,181088,1874,55839,2011-11-16 09:43:27.010000,2011-11-16 23:59:59,,,324708,63074,1300679
,181713,1875,29809,2011-11-17 08:05:28.927000,2011-12-02 23:59:59,,,326007,34518,1302427
,181715,1876,1550,2011-11-17 08:06:46.650000,2011-11-17 23:59:59,,,326009,1758,1302191
,181717,1877,1310,2011-11-17 08:06:56.290000,2011-11-17 23:59:59,,,326011,1806,1302192
,181888,1878,48572,2011-11-18 08:27:48.310000,2011-11-18 23:59:59,,,326239,49403,1302824
,181889,1879,1440,2011-11-18 08:27:54.903000,2011-11-18 23:59:59,,,326240,1818,1302819
,181890,1880,1341,2011-11-18 08:28:00.560000,2011-11-18 23:59:59,,,326241,1544,1302821
,181891,1881,1525,2011-11-18 08:28:09.170000,2011-11-18 23:59:59,,,326242,1781,1302825
,181892,1882,1501,2011-11-18 08:29:18.827000,2011-12-03 23:59:59,,,326243,1707,1303061
,181993,1883,49748,2011-11-19 08:44:14.250000,2011-11-19 23:59:59,,,326465,56152,1303402
,181994,1884,51259,2011-11-19 08:44:20.547000,2011-11-19 23:59:59,,,326466,57567,1303404
,181995,1885,1478,2011-11-19 08:44:25.923000,2011-11-19 23:59:59,,,326467,1684,1303403
,181996,1886,48905,2011-11-19 08:44:34,2011-11-19 23:59:59,,,326468,55281,1303401
,182467,1887,48966,2011-11-21 08:42:45.563000,2011-11-21 23:59:59,,,327221,55334,1304616
,182468,1888,58296,2011-11-21 08:42:51.780000,2011-11-21 23:59:59,,,327222,65750,1304620
,182469,1889,55947,2011-11-21 08:43:03.860000,2011-11-20 23:59:59,,,327223,63199,1304274
,182470,1890,53223,2011-11-21 08:43:09.767000,2011-11-21 23:59:59,,,327224,59663,1304615
,182471,1891,1325,2011-11-21 08:46:08.390000,2011-12-06 23:59:59,,,327225,1528,1304938
,182472,1892,1417,2011-11-21 08:46:12.640000,2011-12-06 23:59:59,,,327226,1623,1276296
,182472,1892,1417,2011-11-21 08:46:12.640000,2011-12-06 23:59:59,,,327227,1623,1304939
,182473,1893,122852,2011-11-21 08:46:16.313000,2011-12-06 23:59:59,,,327228,1589,1304940
,182711,1894,1605,2011-11-22 09:19:01.843000,2011-12-07 23:59:59,,,327567,1817,1305659
,182712,1895,1464,2011-11-22 09:19:35.923000,2011-11-22 23:59:59,,,327568,1670,1305443
,182713,1896,49015,2011-11-22 09:19:42.673000,2011-11-22 23:59:59,,,327569,55378,1305442
,182881,1897,51346,2011-11-23 09:31:12.657000,2011-12-08 23:59:59,,,327883,57646,1306296
,182882,1898,49051,2011-11-23 09:32:41.047000,2011-11-23 23:59:59,,,327884,55421,1306037
,186016,1899,39387,2011-11-26 09:20:24.540000,2011-12-10 23:59:59,,,334495,44539,1296329
,186017,1900,1543,2011-11-26 09:20:55.777000,2011-11-25 23:59:59,,,334496,1751,1325696
,186018,1901,49118,2011-11-26 09:21:01.633000,2011-11-26 23:59:59,,,334497,55496,1326587
,186019,1902,1310,2011-11-26 09:21:08.447000,2011-11-24 23:59:59,,,334498,1602,1325465
,186146,1903,51039,2011-11-28 08:37:30.453000,2011-12-13 23:59:59,,,334670,57367,1327777
,186147,1904,1378,2011-11-28 08:37:35.267000,2011-12-12 23:59:59,,,334671,1581,1291563
,186148,1905,1436,2011-11-28 08:37:38.720000,2011-12-12 23:59:59,,,334672,1642,1327778
,186149,1906,1555,2011-11-28 08:39:18.673000,2011-11-27 23:59:59,,,334673,1764,1327171
,186150,1907,1342,2011-11-28 08:39:25.953000,2011-11-28 23:59:59,,,334674,1545,1327497
,186151,1908,1497,2011-11-28 08:39:31.593000,2011-11-28 23:59:59,,,334675,1703,1327499
,186152,1909,1525,2011-11-28 08:39:37.797000,2011-11-28 23:59:59,,,334676,1732,1327501
,186153,1910,56213,2011-11-28 08:39:43.593000,2011-11-27 23:59:59,,,334677,63507,1327174
,186154,1911,1310,2011-11-28 08:39:53.813000,2011-11-28 23:59:59,,,334678,1513,1327505
,186348,1912,1509,2011-11-29 10:01:42.983000,2011-12-14 23:59:59,,,334961,1715,1328697
,186349,1913,59633,2011-11-29 10:02:41.733000,2011-11-29 23:59:59,,,334962,66509,1328396
,186430,1914,28616,2011-11-30 08:36:25.687000,2011-12-15 23:59:59,,,335066,33032,1329512
,186431,1915,38058,2011-11-30 08:36:51.203000,2011-10-31 23:59:59,,,335067,42880,1329106
,186727,1916,1309,2011-12-01 08:09:27.923000,2011-12-01 00:00:00,,,335427,1512,1330268
,186733,1917,1508,2011-12-01 08:09:44.250000,2011-12-01 00:00:00,,,335433,1714,1330257
,186740,1918,1345,2011-12-01 08:09:58.907000,2011-12-01 00:00:00,,,335440,1548,1330252
,188470,1919,47823,2011-12-02 09:32:48.140000,2011-12-17 23:59:59,,,337299,54266,1338300
,188471,1920,39205,2011-12-02 09:33:27.750000,2011-12-02 23:59:59,,,337300,44332,1338004
,188472,1921,56415,2011-12-02 09:33:33.500000,2011-12-02 23:59:59,,,337301,63730,1338009
,188473,1922,1425,2011-12-02 09:33:42.250000,2011-12-02 23:59:59,,,337302,47798,1338006
,188474,1923,1319,2011-12-02 09:33:52.280000,2011-12-02 23:59:59,,,337303,1522,1338007
,188723,1924,1415,2011-12-03 08:36:52.173000,2011-12-03 23:59:59,,,337565,1620,1338704
,188724,1925,1390,2011-12-03 08:36:58.233000,2011-12-03 23:59:59,,,337566,1594,1338703
,188725,1926,56461,2011-12-03 08:37:06.703000,2011-12-03 23:59:59,,,337567,63785,1338707
,188944,1927,1322,2011-12-05 08:26:37.187000,2011-12-20 23:59:59,,,337807,1525,1339935
,188945,1928,1468,2011-12-05 08:26:41.627000,2011-12-20 23:59:59,,,337808,1674,1339936
,188946,1929,1520,2011-12-05 08:26:45.313000,2011-12-19 23:59:59,,,337809,1726,1339937
,188947,1930,1376,2011-12-05 08:27:08.983000,2011-12-04 23:59:59,,,337810,1579,1339326
,188948,1931,1380,2011-12-05 08:27:18.577000,2011-12-04 23:59:59,,,337811,1583,1339325
,189304,1932,1303,2011-12-06 08:51:03.127000,2011-12-21 23:59:59,,,338239,1506,1341390
,189305,1933,46363,2011-12-06 08:51:08.610000,2011-12-21 23:59:59,,,338240,52671,1341391
,189306,1934,19424,2011-12-06 08:51:12.267000,2011-12-21 23:59:59,,,338241,50682,1341392
,189307,1935,122852,2011-12-06 08:51:15.953000,2011-12-21 23:59:59,,,338242,1827,1341393
,189308,1936,1356,2011-12-06 08:51:41.983000,2011-12-06 23:59:59,,,338243,1559,1340448
,189369,1937,31001,2011-12-07 08:11:10.140000,2011-12-22 23:59:59,,,338337,35771,1342035
,189370,1938,1441,2011-12-07 08:11:15.470000,2011-12-22 23:59:59,,,338338,55760,1342036
,189371,1939,1539,2011-12-07 08:11:38.970000,2011-12-07 23:59:59,,,338339,1746,1341736
,189372,1940,1310,2011-12-07 08:11:51.267000,2011-12-07 23:59:59,,,338340,1789,1341737
,189494,1941,48572,2011-12-08 09:13:54.173000,2011-12-07 23:59:59,,,338494,63277,1341738
,189495,1942,46025,2011-12-08 09:14:00.233000,2011-12-08 23:59:59,,,338495,52016,1342319
,189591,1943,56064,2011-12-09 09:28:39.030000,2011-12-24 23:59:59,,,338617,63341,1343371
,189592,1944,33499,2011-12-09 09:29:31.343000,2011-12-09 23:59:59,,,338618,37183,1343081
,189593,1945,56085,2011-12-09 09:29:42.220000,2011-12-09 23:59:59,,,338619,56026,1343078
,189594,1946,52407,2011-12-09 09:29:51.640000,2011-12-09 23:59:59,,,338620,58795,1343079
,189595,1947,49619,2011-12-09 09:29:58.780000,2011-12-09 23:59:59,,,338621,56022,1343080
,189687,1948,1408,2011-12-10 08:34:09.423000,2011-12-10 23:59:59,,,338777,1613,1343741
,189834,1949,1590,2011-12-12 09:09:58.563000,2011-12-27 23:59:59,,,338954,1801,1345835
,189835,1950,28802,2011-12-12 09:10:05.750000,2011-12-27 23:59:59,,,338955,56419,1345836
,189836,1951,39407,2011-12-12 09:11:18.110000,2011-12-11 23:59:59,,,338956,44560,1344295
,189837,1952,47652,2011-12-12 09:11:25.407000,2011-12-11 23:59:59,,,338957,54083,1344293
,189838,1953,55017,2011-12-12 09:11:38.140000,2011-12-11 23:59:59,,,338958,62010,1344292
,189986,1954,1333,2011-12-13 08:00:37.157000,2011-12-13 23:59:59,,,339181,1536,1346370
,189987,1955,1365,2011-12-13 08:00:43.937000,2011-12-13 23:59:59,,,339182,1568,1346369
,190102,1956,1357,2011-12-14 08:24:13.407000,2011-12-14 23:59:59,,,339316,1560,1346596
,190326,1957,55839,2011-12-16 08:17:12.157000,2011-12-16 23:59:59,,,339575,63074,1347905
,190328,1958,1605,2011-12-16 08:17:19.173000,2011-12-08 23:59:59,,,339577,1823,1342320
,190328,1958,1605,2011-12-16 08:17:19.173000,2011-12-08 23:59:59,,,339578,1823,1346866
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339856,1604,1198898
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339857,1604,1218649
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339858,1604,1227459
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339859,1604,1228172
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339860,1604,1262509
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339861,1604,1262819
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339862,1604,1341742
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339863,1604,1302198
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339864,1604,1271929
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339865,1604,1272201
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339866,1604,1277655
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339867,1604,1294551
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339868,1604,1301131
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339869,1604,1348824
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339870,1608,1198899
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339871,1608,1218651
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339872,1608,1227460
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339873,1608,1228173
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339874,1608,1262510
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339875,1608,1262821
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339876,1608,1302200
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339877,1608,1341743
,190460,1959,1403,2011-12-17 08:28:58.380000,2012-01-01 00:00:00,,,339878,1608,1271930
