Totals & Averages,RECEIPTID,TENANTID,EMPLOYEEID,DCAMT,DRCPT,IRECEIPTNUM,PAYMENTID
,3157435,228077,93,143,2017-05-12 14:48:47.880000,33022,5638731
,3157480,75313,93,123,2017-05-12 15:21:57.430000,33023,5638854
,3157555,228077,93,100,2017-05-12 16:09:58.160000,33024,5639043
,3157555,228077,93,100,2017-05-12 16:09:58.160000,33024,5639044
,3157555,228077,93,100,2017-05-12 16:09:58.160000,33024,5639045
,3157841,41256,47,163,2017-05-12 21:29:00.297000,33025,5639783
,3157841,41256,47,163,2017-05-12 21:29:00.297000,33025,5639784
,3157841,41256,47,163,2017-05-12 21:29:00.297000,33025,5639785
,3157842,86209,47,102,2017-05-12 21:31:48.017000,33026,5639786
,3157917,238028,1179,78,2017-05-13 09:50:23.977000,33027,5639909
,3157918,176288,1179,216,2017-05-13 09:50:27.690000,33028,5639910
,3157919,168992,1179,103,2017-05-13 09:50:29.607000,33029,5639911
,3157920,238012,1179,167,2017-05-13 09:50:32.120000,33030,5639912
,3157920,238012,1179,167,2017-05-13 09:50:32.120000,33030,5639913
,3157921,1408,1179,86,2017-05-13 09:50:38,33031,5639914
,3157921,1408,1179,86,2017-05-13 09:50:38,33031,5639915
,3157922,152907,1179,150,2017-05-13 09:50:41.573000,33032,5639916
,3157923,169003,1179,78,2017-05-13 09:50:43.477000,33033,5639917
,3158014,41371,1179,78,2017-05-13 11:57:29.880000,33034,5640111
,3158015,135808,1179,132,2017-05-13 11:57:55.323000,33035,5640112
,3158015,135808,1179,132,2017-05-13 11:57:55.323000,33035,5640113
,3158016,97064,1179,28,2017-05-13 11:58:34.620000,33036,5640114
,3158032,78083,1179,15,2017-05-13 12:12:55.023000,33037,5640163
,3158034,78083,1179,180,2017-05-13 12:13:40.527000,33038,5640166
,3158034,78083,1179,180,2017-05-13 12:13:40.527000,33038,5640167
,3158034,78083,1179,180,2017-05-13 12:13:40.527000,33038,5640168
,3158548,1436,47,102,2017-05-14 05:14:30.907000,33039,5641327
,3158683,186515,47,189,2017-05-14 20:48:20.220000,33040,5641593
,3158684,118103,47,128,2017-05-14 20:52:14.547000,33041,5641594
,3158684,118103,47,128,2017-05-14 20:52:14.547000,33041,5641595
,3158690,263978,47,97,2017-05-14 22:24:20.770000,33042,5641605
,3158690,263978,47,97,2017-05-14 22:24:20.770000,33042,5641606
,3158759,123935,2756,87,2017-05-15 09:04:28.803000,33043,5641695
,3158759,123935,2756,87,2017-05-15 09:04:28.803000,33043,5641696
,3158785,184724,2756,108,2017-05-15 09:23:58.493000,33044,5641730
,3158786,61126,2756,89,2017-05-15 09:24:00.863000,33045,5641731
,3158786,61126,2756,89,2017-05-15 09:24:00.863000,33045,5641732
,3158787,264703,2756,115,2017-05-15 09:24:03.187000,33046,5641733
,3158788,251067,2756,109,2017-05-15 09:24:09.413000,33047,5641734
,3158789,52407,2756,86,2017-05-15 09:24:11.520000,33048,5641735
,3158789,52407,2756,86,2017-05-15 09:24:11.520000,33048,5641736
,3158790,1357,2756,127,2017-05-15 09:24:13.827000,33049,5641737
,3158791,1509,2756,153,2017-05-15 09:24:16.387000,33050,5641738
,3158791,1509,2756,153,2017-05-15 09:24:16.387000,33050,5641739
,3158794,264733,2756,34,2017-05-15 09:25:35.697000,33051,5641746
,3158844,264382,47,72,2017-05-15 10:17:27.673000,33052,5641839
,3158869,75668,2756,76,2017-05-15 10:48:00.717000,33053,5641879
,3158959,110962,2756,155,2017-05-15 12:06:32.940000,33054,5642059
,3158959,110962,2756,155,2017-05-15 12:06:32.940000,33054,5642060
,3159067,267387,2756,96.35,2017-05-15 13:23:02.670000,33055,5642261
,3159067,267387,2756,96.35,2017-05-15 13:23:02.670000,33055,5642262
,3159075,261661,2756,82,2017-05-15 13:32:14.833000,33056,5642284
,3159107,264420,47,94,2017-05-15 13:47:27.030000,33057,5642350
,3159160,267872,2756,251,2017-05-15 14:10:10.347000,33058,5642445
,3159160,267872,2756,251,2017-05-15 14:10:10.347000,33058,5642446
,3159160,267872,2756,251,2017-05-15 14:10:10.347000,33058,5642447
,3159185,248988,2756,283,2017-05-15 14:37:59.237000,33059,5642515
,3159185,248988,2756,283,2017-05-15 14:37:59.237000,33059,5642516
,3159267,251126,47,78,2017-05-15 15:44:06.577000,33061,5642715
,3159332,267387,1179,0,2017-05-15 16:43:43,33062,5642864
,3159335,267387,1179,77.17,2017-05-15 16:44:58.137000,33063,5642868
,3159361,156090,1179,141,2017-05-15 17:10:36.207000,33064,5642926
,3159361,156090,1179,141,2017-05-15 17:10:36.207000,33064,5642927
,3159486,178704,47,87,2017-05-15 19:24:55.990000,33065,5643228
,3159583,41198,2082,235,2017-05-16 10:00:46.907000,33066,5643423
,3159584,144980,2082,77,2017-05-16 10:00:50.603000,33067,5643424
,3159585,261612,2082,82,2017-05-16 10:00:52.897000,33068,5643425
,3159586,163799,2082,121,2017-05-16 10:00:58.917000,33069,5643426
,3159587,138633,2082,155,2017-05-16 10:01:01.227000,33070,5643427
,3159587,138633,2082,155,2017-05-16 10:01:01.227000,33070,5643428
,3159588,227308,2082,63,2017-05-16 10:01:03.597000,33071,5643429
,3159596,41035,2082,100,2017-05-16 10:14:55.797000,33072,5643443
,3159597,211430,2082,50,2017-05-16 10:20:13.303000,33073,5643444
,3159600,211430,2082,103,2017-05-16 10:22:24.780000,33074,5643447
,3159600,211430,2082,103,2017-05-16 10:22:24.780000,33074,5643448
,3159600,211430,2082,103,2017-05-16 10:22:24.780000,33074,5643449
,3159673,141508,47,95,2017-05-16 11:53:46.527000,33075,5643615
,3159673,141508,47,95,2017-05-16 11:53:46.527000,33075,5643616
,3159890,248749,2082,60,2017-05-16 14:46:49.823000,33076,5644111
,3160338,3003,1212,102,2017-05-17 09:38:08.167000,33078,5645215
,3160398,252470,1212,0,2017-05-17 11:17:28,33079,5645310
,3160398,252470,1212,0,2017-05-17 11:17:28,33079,5645311
,3160405,47823,1212,186,2017-05-17 11:19:49.103000,33080,5645332
,3160405,47823,1212,186,2017-05-17 11:19:49.103000,33080,5645333
,3160406,261674,1212,268,2017-05-17 11:19:52.880000,33081,5645334
,3160407,136078,1212,165,2017-05-17 11:19:56.513000,33082,5645335
,3160407,136078,1212,165,2017-05-17 11:19:56.513000,33082,5645336
,3160408,171783,1212,147,2017-05-17 11:19:58.667000,33083,5645337
,3160409,1310,1212,60,2017-05-17 11:20:04.720000,33084,5645338
,3160475,264213,1212,15,2017-05-17 12:15:07.357000,33085,5645461
,3160478,264213,1212,270,2017-05-17 12:16:16.107000,33086,5645468
,3160507,166732,1212,82,2017-05-17 12:35:12.247000,33087,5645529
,3160507,166732,1212,82,2017-05-17 12:35:12.247000,33087,5645530
,3160521,245064,47,112,2017-05-17 12:50:42.460000,33088,5645558
,3160521,245064,47,112,2017-05-17 12:50:42.460000,33088,5645559
,3160559,268113,1212,130,2017-05-17 13:19:46.530000,33089,5645692
,3160559,268113,1212,130,2017-05-17 13:19:46.530000,33089,5645693
,3160575,183240,1212,147,2017-05-17 13:34:33.330000,33090,5645787
,3160575,183240,1212,147,2017-05-17 13:34:33.330000,33090,5645788
,3160677,1538,1212,15,2017-05-17 15:09:28.477000,33091,5645988
,3160678,1538,1212,115,2017-05-17 15:10:43.623000,33092,5645989
,3161181,259010,93,82,2017-05-18 12:44:48.320000,33093,5647027
,3161183,171857,93,78,2017-05-18 12:44:51.020000,33094,5647031
,3161184,213729,93,108,2017-05-18 12:44:53.343000,33095,5647032
,3161185,184877,93,125,2017-05-18 12:44:57.603000,33096,5647033
,3161639,258747,93,408,2017-05-19 10:17:51.607000,33097,5648004
,3161639,258747,93,408,2017-05-19 10:17:51.607000,33097,5648005
,3161639,258747,93,408,2017-05-19 10:17:51.607000,33097,5648006
,3161639,258747,93,408,2017-05-19 10:17:51.607000,33097,5648007
,3161641,258747,93,189,2017-05-19 10:18:59.823000,33098,5648009
,3161667,1478,93,155,2017-05-19 11:04:46.803000,33099,5648063
,3161667,1478,93,155,2017-05-19 11:04:46.803000,33099,5648064
,3161668,265078,93,115,2017-05-19 11:04:49.347000,33100,5648065
,3161669,178874,93,180,2017-05-19 11:04:51.780000,33101,5648066
,3161670,63628,93,78,2017-05-19 11:04:54.320000,33102,5648067
,3161671,130807,93,384,2017-05-19 11:05:00.140000,33103,5648068
,3161671,130807,93,384,2017-05-19 11:05:00.140000,33103,5648069
,3161672,180854,93,156,2017-05-19 11:05:02.497000,33104,5648070
,3161672,180854,93,156,2017-05-19 11:05:02.497000,33104,5648071
,3161919,265225,93,120,2017-05-19 14:14:07.973000,33105,5648603
,3161919,265225,93,120,2017-05-19 14:14:07.973000,33105,5648604
,3161919,265225,93,120,2017-05-19 14:14:07.973000,33105,5648605
,3161931,264711,93,158,2017-05-19 14:18:28.043000,33106,5648623
,3161931,264711,93,158,2017-05-19 14:18:28.043000,33106,5648624
,3161940,261143,93,200,2017-05-19 14:28:56.427000,33107,5648641
,3161940,261143,93,200,2017-05-19 14:28:56.427000,33107,5648642
,3161940,261143,93,200,2017-05-19 14:28:56.427000,33107,5648643
,3161940,261143,93,200,2017-05-19 14:28:56.427000,33107,5648644
,3161940,261143,93,200,2017-05-19 14:28:56.427000,33107,5648645
,3161958,259620,93,131,2017-05-19 14:47:24.920000,33108,5648692
,3161966,262752,93,131,2017-05-19 14:52:35.593000,33109,5648709
,3162062,268348,93,181,2017-05-19 16:13:10.603000,33112,5648918
,3162062,268348,93,181,2017-05-19 16:13:10.603000,33112,5648919
,3162080,215855,93,82,2017-05-19 16:32:54.303000,33113,5648965
,3162347,223447,2756,300,2017-05-20 09:08:28.967000,33114,5649581
,3162347,223447,2756,300,2017-05-20 09:08:28.967000,33114,5649582
,3162348,253708,2756,250,2017-05-20 09:08:31.227000,33115,5649583
,3162348,253708,2756,250,2017-05-20 09:08:31.227000,33115,5649584
,3162351,361730,2756,150,2017-05-20 09:17:04.127000,33116,5649592
,3162383,268408,2756,146,2017-05-20 10:06:28.850000,33117,5649643
,3162383,268408,2756,146,2017-05-20 10:06:28.850000,33117,5649644
,3162396,206663,2756,270,2017-05-20 10:40:44.963000,33118,5649675
,3162396,206663,2756,270,2017-05-20 10:40:44.963000,33118,5649676
,3162398,122083,2756,171,2017-05-20 10:41:59.173000,33119,5649678
,3162398,122083,2756,171,2017-05-20 10:41:59.173000,33119,5649679
,3162464,268428,2756,169,2017-05-20 11:42:02.640000,33120,5649828
,3162464,268428,2756,169,2017-05-20 11:42:02.640000,33120,5649829
,3162564,268447,2756,130,2017-05-20 12:51:39.797000,33121,5650018
,3162564,268447,2756,130,2017-05-20 12:51:39.797000,33121,5650019
,3162921,154736,47,136,2017-05-20 19:56:50.910000,33122,5650793
,3162921,154736,47,136,2017-05-20 19:56:50.910000,33122,5650794
,3162931,1346,47,77,2017-05-21 08:00:01.897000,33123,5650812
,3162932,1346,47,78,2017-05-21 08:01:55.090000,33124,5650813
,3163210,1359,47,155,2017-05-22 08:57:46.157000,33125,5651261
,3163210,1359,47,155,2017-05-22 08:57:46.157000,33125,5651262
,3163270,56220,93,123,2017-05-22 10:36:26.070000,33126,5651374
,3163281,251684,93,82,2017-05-22 10:48:46.340000,33127,5651392
,3163283,144905,93,91,2017-05-22 10:50:09.080000,33128,5651394
,3163283,144905,93,91,2017-05-22 10:50:09.080000,33128,5651395
,3163313,238637,93,0,2017-05-22 11:32:03,33130,5651456
,3163315,256527,93,0,2017-05-22 11:33:43,33131,5651460
,3163315,256527,93,0,2017-05-22 11:33:43,33131,5651461
,3163316,256527,93,0,2017-05-22 11:34:17,33132,5651463
,3163330,1566,93,0,2017-05-22 11:48:31,33134,5651483
,3163330,1566,93,0,2017-05-22 11:48:31,33134,5651484
,3163330,1566,93,0,2017-05-22 11:48:31,33134,5651485
,3163330,1566,93,0,2017-05-22 11:48:31,33134,5651486
,3163330,1566,93,0,2017-05-22 11:48:31,33134,5651487
,3163330,1566,93,0,2017-05-22 11:48:31,33134,5651488
,3163330,1566,93,0,2017-05-22 11:48:31,33134,5651489
,3163331,262201,93,82,2017-05-22 11:50:17.600000,33135,5651490
,3163332,1441,93,86,2017-05-22 11:50:20.660000,33136,5651491
,3163332,1441,93,86,2017-05-22 11:50:20.660000,33136,5651492
,3163333,82644,93,113,2017-05-22 11:50:23.357000,33137,5651493
,3163333,82644,93,113,2017-05-22 11:50:23.357000,33137,5651494
,3163334,259276,93,82,2017-05-22 11:50:25.433000,33138,5651495
,3163335,211632,93,63,2017-05-22 11:50:32.030000,33139,5651496
,3163339,48348,93,80,2017-05-22 11:59:05.117000,33140,5651505
,3163348,157243,93,127,2017-05-22 12:06:14.730000,33141,5651517
,3163351,256772,93,63,2017-05-22 12:08:41.597000,33142,5651521
,3163456,253898,47,147,2017-05-22 13:28:25.167000,33143,5651740
,3163818,181351,47,147,2017-05-22 18:46:39.743000,33144,5652520
,3163876,248891,47,87,2017-05-22 21:41:53.960000,33145,5652642
,3163886,118268,47,138,2017-05-23 06:34:50.973000,33146,5652656
,3163886,118268,47,138,2017-05-23 06:34:50.973000,33146,5652657
,3163888,262228,47,63,2017-05-23 07:37:08.843000,33147,5652661
,3163965,211430,93,63,2017-05-23 10:24:28.627000,33148,5652776
,3163972,1568,93,135,2017-05-23 10:35:42.580000,33149,5652788
,3163972,1568,93,135,2017-05-23 10:35:42.580000,33149,5652789
,3163972,1568,93,135,2017-05-23 10:35:42.580000,33149,5652790
,3163972,1568,93,135,2017-05-23 10:35:42.580000,33149,5652791
,3163976,235620,93,114,2017-05-23 10:44:19.457000,33150,5652799
,3163976,235620,93,114,2017-05-23 10:44:19.457000,33150,5652800
,3163999,251673,93,125,2017-05-23 11:05:53.587000,33151,5652871
,3164000,27302,93,87,2017-05-23 11:05:55.583000,33152,5652872
,3164001,215720,93,227,2017-05-23 11:05:57.907000,33153,5652873
,3164003,159089,93,111,2017-05-23 11:06:00.060000,33154,5652876
,3164005,74339,93,86,2017-05-23 11:06:06.363000,33155,5652878
,3164005,74339,93,86,2017-05-23 11:06:06.363000,33155,5652879
,3164375,268825,2082,181,2017-05-23 16:41:16.453000,33157,5653689
,3164375,268825,2082,181,2017-05-23 16:41:16.453000,33157,5653690
,3164398,267513,2082,0,2017-05-23 16:55:05,33158,5653749
,3164406,267513,2082,11.65,2017-05-23 16:58:20.097000,33159,5653767
,3164582,265119,47,63,2017-05-24 08:25:00.270000,33160,5654200
,3164597,154969,1212,183,2017-05-24 09:08:24.207000,33161,5654221
,3164626,123935,1212,0,2017-05-24 10:11:07,33162,5654263
,3164626,123935,1212,0,2017-05-24 10:11:07,33162,5654264
,3164708,140513,1212,86,2017-05-24 11:46:36.743000,33163,5654413
,3164708,140513,1212,86,2017-05-24 11:46:36.743000,33163,5654414
,3164709,136587,1212,111,2017-05-24 11:46:40.473000,33164,5654415
,3164709,136587,1212,111,2017-05-24 11:46:40.473000,33164,5654416
,3164710,136573,1212,161,2017-05-24 11:46:42.530000,33165,5654417
,3164710,136573,1212,161,2017-05-24 11:46:42.530000,33165,5654418
,3164711,1310,1212,60,2017-05-24 11:46:45.060000,33166,5654419
,3164712,256809,1212,131,2017-05-24 11:46:56.370000,33167,5654420
,3164713,131030,1212,255,2017-05-24 11:47:01.703000,33168,5654421
,3164792,258940,47,97,2017-05-24 12:50:02.610000,33169,5654540
,3164792,258940,47,97,2017-05-24 12:50:02.610000,33169,5654541
,3165225,265411,47,91,2017-05-24 21:21:25.237000,33170,5655431
,3165225,265411,47,91,2017-05-24 21:21:25.237000,33170,5655432
,3165230,251177,47,92,2017-05-25 00:13:34.803000,33171,5655438
,3165284,169512,93,88,2017-05-25 09:22:49.083000,33172,5655519
,3165525,269018,93,130,2017-05-25 13:47:26.463000,33173,5655973
,3165525,269018,93,130,2017-05-25 13:47:26.463000,33173,5655974
,3165541,258172,93,103,2017-05-25 13:54:45.947000,33174,5655998
,3165542,1543,93,144,2017-05-25 13:54:49.800000,33175,5655999
,3165542,1543,93,144,2017-05-25 13:54:49.800000,33175,5656000
,3165543,262527,93,108,2017-05-25 13:54:52.813000,33176,5656001
,3165544,172550,93,78,2017-05-25 13:54:59.037000,33177,5656002
,3165667,251975,93,78,2017-05-25 16:06:15.030000,33178,5656245
,3165711,123675,93,255,2017-05-25 16:51:19.403000,33179,5656334
,3165953,266947,47,91,2017-05-26 08:43:01.147000,33180,5656809
,3165953,266947,47,91,2017-05-26 08:43:01.147000,33180,5656810
,3165981,269078,1179,141,2017-05-26 09:26:59.493000,33181,5656850
,3165981,269078,1179,141,2017-05-26 09:26:59.493000,33181,5656851
,3166009,266328,47,131,2017-05-26 10:13:21.290000,33182,5656905
,3166062,239362,1179,78,2017-05-26 11:07:22.337000,33183,5656993
,3166063,239321,1179,134,2017-05-26 11:07:24.567000,33184,5656994
,3166063,239321,1179,134,2017-05-26 11:07:24.567000,33184,5656995
,3166065,89535,1179,89,2017-05-26 11:07:27.140000,33185,5656998
,3166065,89535,1179,89,2017-05-26 11:07:27.140000,33185,5656999
,3166066,251853,1179,68,2017-05-26 11:07:30.213000,33186,5657000
,3166067,170110,1179,124,2017-05-26 11:07:36.640000,33187,5657001
,3166067,170110,1179,124,2017-05-26 11:07:36.640000,33187,5657002
,3166141,39064,47,166,2017-05-26 12:07:21.710000,33190,5657147
,3166141,39064,47,166,2017-05-26 12:07:21.710000,33190,5657148
,3166141,39064,47,166,2017-05-26 12:07:21.710000,33190,5657149
,3166141,39064,47,166,2017-05-26 12:07:21.710000,33190,5657150
,3166239,1470,1179,143,2017-05-26 13:28:49.080000,33191,5657349
,3166352,269140,1179,97,2017-05-26 14:32:41.397000,33192,5657598
,3166352,269140,1179,97,2017-05-26 14:32:41.397000,33192,5657599
,3166449,250403,1179,93,2017-05-26 15:36:14.947000,33193,5657783
,3166449,250403,1179,93,2017-05-26 15:36:14.947000,33193,5657784
,3166449,250403,1179,93,2017-05-26 15:36:14.947000,33193,5657785
,3166470,181351,1179,231,2017-05-26 15:49:01.517000,33194,5657825
,3166470,181351,1179,231,2017-05-26 15:49:01.517000,33194,5657826
,3166470,181351,1179,231,2017-05-26 15:49:01.517000,33194,5657827
,3166470,181351,1179,231,2017-05-26 15:49:01.517000,33194,5657828
,3166481,237962,1179,120,2017-05-26 15:53:08.327000,33195,5657847
,3166481,237962,1179,120,2017-05-26 15:53:08.327000,33195,5657848
,3166481,237962,1179,120,2017-05-26 15:53:08.327000,33195,5657849
,3166493,237962,1179,116,2017-05-26 15:59:38.030000,33196,5657895
,3166493,237962,1179,116,2017-05-26 15:59:38.030000,33196,5657896
,3166591,269175,1179,130,2017-05-26 17:04:37.133000,33197,5658180
,3166591,269175,1179,130,2017-05-26 17:04:37.133000,33197,5658181
,3166752,171264,47,148,2017-05-26 19:15:24.090000,33198,5658505
,3166752,171264,47,148,2017-05-26 19:15:24.090000,33198,5658506
,3166752,171264,47,148,2017-05-26 19:15:24.090000,33198,5658507
,3166837,167668,1179,147,2017-05-27 09:06:56.357000,33199,5658703
,3166871,1555,1179,186,2017-05-27 09:46:11.807000,33200,5658759
,3166871,1555,1179,186,2017-05-27 09:46:11.807000,33200,5658760
,3166872,265886,1179,93,2017-05-27 09:46:14.410000,33201,5658761
,3166872,265886,1179,93,2017-05-27 09:46:14.410000,33201,5658762
,3166873,224458,1179,91,2017-05-27 09:46:16.533000,33202,5658763
,3166873,224458,1179,91,2017-05-27 09:46:16.533000,33202,5658764
,3166874,254119,1179,92,2017-05-27 09:46:22.913000,33203,5658765
,3166897,80049,1179,177,2017-05-27 10:07:43.893000,33205,5658836
,3166898,172111,1179,60,2017-05-27 10:08:39.633000,33206,5658837
,3166978,205817,1179,122,2017-05-27 11:44:27.400000,33207,5659043
,3166978,205817,1179,122,2017-05-27 11:44:27.400000,33207,5659044
,3166978,205817,1179,122,2017-05-27 11:44:27.400000,33207,5659045
,3166978,205817,1179,122,2017-05-27 11:44:27.400000,33207,5659046
,3166980,229812,47,154,2017-05-27 11:45:37.320000,33208,5659048
,3166983,236678,47,78,2017-05-27 11:47:27.090000,33209,5659051
,3167003,269246,1179,138,2017-05-27 12:01:07.907000,33210,5659103
,3167003,269246,1179,138,2017-05-27 12:01:07.907000,33210,5659104
,3167003,269246,1179,138,2017-05-27 12:01:07.907000,33210,5659105
,3167047,269253,1179,146,2017-05-27 12:28:32.103000,33211,5659189
,3167047,269253,1179,146,2017-05-27 12:28:32.103000,33211,5659190
,3167616,93194,47,130,2017-05-28 11:22:10.443000,33212,5660318
,3167616,93194,47,130,2017-05-28 11:22:10.443000,33212,5660319
,3167617,93194,47,78,2017-05-28 11:24:22.900000,33213,5660320
,3167706,266056,47,198,2017-05-28 15:03:10.780000,33214,5660481
,3167706,266056,47,198,2017-05-28 15:03:10.780000,33214,5660482
,3167904,249667,47,161,2017-05-29 12:44:59.497000,33215,5660860
,3168316,33259,2082,114,2017-05-30 08:55:32.220000,33216,5661586
,3168316,33259,2082,114,2017-05-30 08:55:32.220000,33216,5661587
,3168316,33259,2082,114,2017-05-30 08:55:32.220000,33216,5661588
,3168318,131248,2082,78,2017-05-30 08:56:58.253000,33217,5661590
,3168319,19424,2082,278,2017-05-30 08:58:09.093000,33218,5661591
,3168319,19424,2082,278,2017-05-30 08:58:09.093000,33218,5661592
,3168321,252400,2082,105,2017-05-30 08:59:52.570000,33219,5661594
,3168321,252400,2082,105,2017-05-30 08:59:52.570000,33219,5661595
,3168476,1383,2082,152,2017-05-30 10:46:08.067000,33220,5661856
,3168479,260067,2082,63,2017-05-30 10:47:39.717000,33221,5661860
,3168483,1302,2082,77,2017-05-30 10:48:49.247000,33222,5661867
,3168485,1302,2082,77,2017-05-30 10:49:31.647000,33223,5661870
,3168491,1589,2082,141,2017-05-30 10:51:24.090000,33224,5661881
,3168491,1589,2082,141,2017-05-30 10:51:24.090000,33224,5661882
,3168491,1589,2082,141,2017-05-30 10:51:24.090000,33224,5661883
,3168670,181926,2082,0,2017-05-30 12:19:58,33227,5662180
,3168670,181926,2082,0,2017-05-30 12:19:58,33227,5662181
,3168715,1501,2082,216,2017-05-30 12:38:06.543000,33228,5662239
,3168715,1501,2082,216,2017-05-30 12:38:06.543000,33228,5662240
,3168724,170356,2082,87,2017-05-30 12:44:09.200000,33229,5662263
,3168724,170356,2082,87,2017-05-30 12:44:09.200000,33229,5662264
,3168725,266140,2082,63,2017-05-30 12:44:12.007000,33230,5662265
,3168726,266131,2082,91,2017-05-30 12:44:15.080000,33231,5662266
,3168726,266131,2082,91,2017-05-30 12:44:15.080000,33231,5662267
,3168727,149704,2082,77,2017-05-30 12:44:18.810000,33232,5662268
,3168729,181379,2082,125,2017-05-30 12:44:25.377000,33233,5662270
,3168730,235863,2082,286,2017-05-30 12:44:28.183000,33234,5662271
,3168730,235863,2082,286,2017-05-30 12:44:28.183000,33234,5662272
,3168730,235863,2082,286,2017-05-30 12:44:28.183000,33234,5662273
,3168731,228669,2082,270,2017-05-30 12:44:30.227000,33235,5662274
,3168732,143263,2082,147,2017-05-30 12:44:32.177000,33236,5662275
,3168733,42454,2082,100,2017-05-30 12:44:38.293000,33237,5662276
,3168734,118212,2082,78,2017-05-30 12:44:40.213000,33238,5662277
,3168735,1497,2082,108,2017-05-30 12:44:42.270000,33239,5662278
,3168736,143197,2082,87,2017-05-30 12:44:44.720000,33240,5662279
,3168736,143197,2082,87,2017-05-30 12:44:44.720000,33240,5662280
,3168737,80105,2082,155,2017-05-30 12:44:46.793000,33241,5662281
,3168737,80105,2082,155,2017-05-30 12:44:46.793000,33241,5662282
,3168738,254237,2082,158,2017-05-30 12:44:52.940000,33242,5662283
,3168739,183833,2082,78,2017-05-30 12:44:55.047000,33243,5662284
,3168740,1310,2082,124,2017-05-30 12:44:57.373000,33244,5662285
,3168905,122852,2082,15,2017-05-30 13:47:03.733000,33245,5662586
,3168910,122852,2082,469,2017-05-30 13:48:45.540000,33246,5662593
,3168910,122852,2082,469,2017-05-30 13:48:45.540000,33246,5662594
,3168910,122852,2082,469,2017-05-30 13:48:45.540000,33246,5662595
,3168910,122852,2082,469,2017-05-30 13:48:45.540000,33246,5662596
,3168910,122852,2082,469,2017-05-30 13:48:45.540000,33246,5662597
,3168952,269533,2082,132,2017-05-30 14:09:01.860000,33247,5662674
,3168952,269533,2082,132,2017-05-30 14:09:01.860000,33247,5662675
,3168952,269533,2082,132,2017-05-30 14:09:01.860000,33247,5662676
,3169148,249338,2082,0,2017-05-30 15:30:31,33248,5663100
,3169315,263489,2082,82,2017-05-30 16:51:46.717000,33249,5663376
,3169670,267479,47,63,2017-05-31 08:01:55.227000,33250,5664051
,3169713,109867,2756,123,2017-05-31 09:12:29.333000,33251,5664109
,3169725,1494,47,123,2017-05-31 09:28:30.380000,33252,5664125
,3169916,269645,2756,130,2017-05-31 12:02:39.567000,33253,5664465
,3169916,269645,2756,130,2017-05-31 12:02:39.567000,33253,5664466
,3169924,269645,2756,189,2017-05-31 12:05:16.317000,33254,5664479
,3169924,269645,2756,189,2017-05-31 12:05:16.317000,33254,5664481
,3170012,257021,47,108,2017-05-31 12:44:55.373000,33255,5664639
,3170104,267368,47,154,2017-05-31 13:17:44.827000,33256,5664762
,3170370,257648,47,82,2017-05-31 15:19:33.963000,33257,5665245
,3170436,244767,2756,140,2017-05-31 15:52:08.327000,33258,5665384
,3170436,244767,2756,140,2017-05-31 15:52:08.327000,33258,5665385
,3170731,73227,47,104,2017-05-31 17:54:03.153000,33260,5665854
,3170819,149784,47,59,2017-05-31 18:40:50.477000,33261,5666012
,3171293,229011,1179,315,2017-06-01 09:13:24.570000,33262,5666765
,3171293,229011,1179,315,2017-06-01 09:13:24.570000,33262,5666766
,3171293,229011,1179,315,2017-06-01 09:13:24.570000,33262,5666767
,3171293,229011,1179,315,2017-06-01 09:13:24.570000,33262,5666768
,3171293,229011,1179,315,2017-06-01 09:13:24.570000,33262,5666769
,3171295,78973,1179,120,2017-06-01 09:16:11.987000,33263,5666771
,3171295,78973,1179,120,2017-06-01 09:16:11.987000,33263,5666772
,3172228,1450,1179,77,2017-06-01 10:54:15.897000,33264,5668078
,3172228,1450,1179,77,2017-06-01 10:54:15.897000,33264,5668079
,3172228,1450,1179,77,2017-06-01 10:54:15.897000,33264,5668080
,3172244,46940,1179,108,2017-06-01 10:55:03.633000,33265,5668105
,3172244,46940,1179,108,2017-06-01 10:55:03.633000,33265,5668106
,3172515,123935,93,2.32,2017-06-01 11:29:22.353000,33266,5668517
,3172575,123935,93,91,2017-06-01 11:33:08.820000,33267,5668586
,3172575,123935,93,91,2017-06-01 11:33:08.820000,33267,5668587
,3173267,229011,93,50,2017-06-01 12:05:14.017000,33268,5669559
,3173271,170581,93,103,2017-06-01 12:06:15.607000,33269,5669564
,3173272,1301,93,86,2017-06-01 12:06:19.773000,33270,5669565
,3173272,1301,93,86,2017-06-01 12:06:19.773000,33270,5669566
,3173274,260216,93,108,2017-06-01 12:06:22.503000,33271,5669568
,3173275,123174,93,133,2017-06-01 12:06:26.463000,33272,5669569
,3173275,123174,93,133,2017-06-01 12:06:26.463000,33272,5669570
,3173277,1309,93,111,2017-06-01 12:06:33.640000,33273,5669573
,3173277,1309,93,111,2017-06-01 12:06:33.640000,33273,5669574
,3173278,1400,93,154,2017-06-01 12:06:36.060000,33274,5669575
,3173278,1400,93,154,2017-06-01 12:06:36.060000,33274,5669576
,3173279,228986,93,84,2017-06-01 12:06:38.570000,33275,5669577
,3173280,130016,93,192,2017-06-01 12:06:40.723000,33276,5669578
,3173280,130016,93,192,2017-06-01 12:06:40.723000,33276,5669579
,3173283,1508,93,108,2017-06-01 12:06:44.170000,33277,5669582
,3173284,1433,93,103,2017-06-01 12:06:51.253000,33278,5669583
,3173340,269786,93,205,2017-06-01 12:20:40.240000,33279,5669673
